#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 672687.668998107 818.9289866263335
-2.3 -2.2 672687.668998107 818.9289866263335
-2.2 -2.1 672687.668998107 818.9289866263335
-2.1 -2 672687.668998107 818.9289866263335
-2 -1.9 672687.668998107 818.9289866263335
-1.9 -1.8 672687.668998107 818.9289866263335
-1.8 -1.7 672687.668998107 818.9289866263335
-1.7 -1.6 672687.668998107 818.9289866263335
-1.6 -1.5 672687.668998107 818.9289866263335
-1.5 -1.4 672687.668998107 818.9289866263335
-1.4 -1.3 672687.668998107 818.9289866263335
-1.3 -1.2 672687.668998107 818.9289866263335
-1.2 -1.1 672687.668998107 818.9289866263335
-1.1 -1 672687.668998107 818.9289866263335
-1 -0.9 672687.668998107 818.9289866263335
-0.9 -0.8 672687.668998107 818.9289866263335
-0.8 -0.7 672687.668998107 818.9289866263335
-0.7 -0.6 672687.668998107 818.9289866263335
-0.6 -0.5 672687.668998107 818.9289866263335
-0.5 -0.4 672687.668998107 818.9289866263335
-0.4 -0.3 672687.668998107 818.9289866263335
-0.3 -0.2 672687.668998107 818.9289866263335
-0.2 -0.1 672687.668998107 818.9289866263335
-0.1 0 672687.668998107 818.9289866263335
0 0.1 672687.668998107 818.9289866263335
0.1 0.2 672687.668998107 818.9289866263335
0.2 0.3 672687.668998107 818.9289866263335
0.3 0.4 672687.668998107 818.9289866263335
0.4 0.5 672687.668998107 818.9289866263335
0.5 0.6 672687.668998107 818.9289866263335
0.6 0.7 672687.668998107 818.9289866263335
0.7 0.8 672687.668998107 818.9289866263335
0.8 0.9 672687.668998107 818.9289866263335
0.9 1 672687.668998107 818.9289866263335
1 1.1 672687.668998107 818.9289866263335
1.1 1.2 672687.668998107 818.9289866263335
1.2 1.3 672687.668998107 818.9289866263335
1.3 1.4 672687.668998107 818.9289866263335
1.4 1.5 672687.668998107 818.9289866263335
1.5 1.6 672687.668998107 818.9289866263335
1.6 1.7 672687.668998107 818.9289866263335
1.7 1.8 672687.668998107 818.9289866263335
1.8 1.9 672687.668998107 818.9289866263335
1.9 2 672687.668998107 818.9289866263335
2 2.1 672687.668998107 818.9289866263335
2.1 2.2 672687.668998107 818.9289866263335
2.2 2.3 672687.668998107 818.9289866263335
2.3 2.4 672687.668998107 818.9289866263335
-2.4 2.4 32289008.11190914 5673.706450510809
