#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 659604.0879180396 749.6197379336118
26 27 659604.0879180396 749.6197379336118
27 28 659604.0879180396 749.6197379336118
28 29 659604.0879180396 749.6197379336118
29 30 659604.0879180396 749.6197379336118
30 31 659604.0879180396 749.6197379336118
31 32 659604.0879180396 749.6197379336118
32 33 659604.0879180396 749.6197379336118
33 34 659604.0879180396 749.6197379336118
34 35 659604.0879180396 749.6197379336118
35 36 659604.0879180396 749.6197379336118
36 37 659604.0879180396 749.6197379336118
37 38 659604.0879180396 749.6197379336118
38 39 659604.0879180396 749.6197379336118
39 40 659604.0879180396 749.6197379336118
40 41 659604.0879180396 749.6197379336118
41 42 659604.0879180396 749.6197379336118
42 43 659604.0879180396 749.6197379336118
43 44 659604.0879180396 749.6197379336118
44 45 659604.0879180396 749.6197379336118
45 46 659604.0879180396 749.6197379336118
46 47 659604.0879180396 749.6197379336118
47 48 659604.0879180396 749.6197379336118
48 49 659604.0879180396 749.6197379336118
49 50 659604.0879180396 749.6197379336118
50 51 659604.0879180396 749.6197379336118
51 52 659604.0879180396 749.6197379336118
52 53 659604.0879180396 749.6197379336118
53 54 659604.0879180396 749.6197379336118
54 55 659604.0879180396 749.6197379336118
55 56 659604.0879180396 749.6197379336118
56 57 659604.0879180396 749.6197379336118
57 58 659604.0879180396 749.6197379336118
58 59 659604.0879180396 749.6197379336118
59 60 659604.0879180396 749.6197379336118
25 60 23086143.07713142 4434.81017660147
