#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 659604.0879180396 749.6197379336118
-2.3 -2.2 659604.0879180396 749.6197379336118
-2.2 -2.1 659604.0879180396 749.6197379336118
-2.1 -2 659604.0879180396 749.6197379336118
-2 -1.9 659604.0879180396 749.6197379336118
-1.9 -1.8 659604.0879180396 749.6197379336118
-1.8 -1.7 659604.0879180396 749.6197379336118
-1.7 -1.6 659604.0879180396 749.6197379336118
-1.6 -1.5 659604.0879180396 749.6197379336118
-1.5 -1.4 659604.0879180396 749.6197379336118
-1.4 -1.3 659604.0879180396 749.6197379336118
-1.3 -1.2 659604.0879180396 749.6197379336118
-1.2 -1.1 659604.0879180396 749.6197379336118
-1.1 -1 659604.0879180396 749.6197379336118
-1 -0.9 659604.0879180396 749.6197379336118
-0.9 -0.8 659604.0879180396 749.6197379336118
-0.8 -0.7 659604.0879180396 749.6197379336118
-0.7 -0.6 659604.0879180396 749.6197379336118
-0.6 -0.5 659604.0879180396 749.6197379336118
-0.5 -0.4 659604.0879180396 749.6197379336118
-0.4 -0.3 659604.0879180396 749.6197379336118
-0.3 -0.2 659604.0879180396 749.6197379336118
-0.2 -0.1 659604.0879180396 749.6197379336118
-0.1 0 659604.0879180396 749.6197379336118
0 0.1 659604.0879180396 749.6197379336118
0.1 0.2 659604.0879180396 749.6197379336118
0.2 0.3 659604.0879180396 749.6197379336118
0.3 0.4 659604.0879180396 749.6197379336118
0.4 0.5 659604.0879180396 749.6197379336118
0.5 0.6 659604.0879180396 749.6197379336118
0.6 0.7 659604.0879180396 749.6197379336118
0.7 0.8 659604.0879180396 749.6197379336118
0.8 0.9 659604.0879180396 749.6197379336118
0.9 1 659604.0879180396 749.6197379336118
1 1.1 659604.0879180396 749.6197379336118
1.1 1.2 659604.0879180396 749.6197379336118
1.2 1.3 659604.0879180396 749.6197379336118
1.3 1.4 659604.0879180396 749.6197379336118
1.4 1.5 659604.0879180396 749.6197379336118
1.5 1.6 659604.0879180396 749.6197379336118
1.6 1.7 659604.0879180396 749.6197379336118
1.7 1.8 659604.0879180396 749.6197379336118
1.8 1.9 659604.0879180396 749.6197379336118
1.9 2 659604.0879180396 749.6197379336118
2 2.1 659604.0879180396 749.6197379336118
2.1 2.2 659604.0879180396 749.6197379336118
2.2 2.3 659604.0879180396 749.6197379336118
2.3 2.4 659604.0879180396 749.6197379336118
-2.4 2.4 31660996.22006598 5193.517889829923
