#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 672687.668998107 818.9289866263335
26 27 672687.668998107 818.9289866263335
27 28 672687.668998107 818.9289866263335
28 29 672687.668998107 818.9289866263335
29 30 672687.668998107 818.9289866263335
30 31 672687.668998107 818.9289866263335
31 32 672687.668998107 818.9289866263335
32 33 672687.668998107 818.9289866263335
33 34 672687.668998107 818.9289866263335
34 35 672687.668998107 818.9289866263335
35 36 672687.668998107 818.9289866263335
36 37 672687.668998107 818.9289866263335
37 38 672687.668998107 818.9289866263335
38 39 672687.668998107 818.9289866263335
39 40 672687.668998107 818.9289866263335
40 41 672687.668998107 818.9289866263335
41 42 672687.668998107 818.9289866263335
42 43 672687.668998107 818.9289866263335
43 44 672687.668998107 818.9289866263335
44 45 672687.668998107 818.9289866263335
45 46 672687.668998107 818.9289866263335
46 47 672687.668998107 818.9289866263335
47 48 672687.668998107 818.9289866263335
48 49 672687.668998107 818.9289866263335
49 50 672687.668998107 818.9289866263335
50 51 672687.668998107 818.9289866263335
51 52 672687.668998107 818.9289866263335
52 53 672687.668998107 818.9289866263335
53 54 672687.668998107 818.9289866263335
54 55 672687.668998107 818.9289866263335
55 56 672687.668998107 818.9289866263335
56 57 672687.668998107 818.9289866263335
57 58 672687.668998107 818.9289866263335
58 59 672687.668998107 818.9289866263335
59 60 672687.668998107 818.9289866263335
25 60 23544068.41493375 4844.849221574304
