#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 665920.8025368578 2300.669946429314
26 27 665920.8025368578 2300.669946429314
27 28 665920.8025368578 2300.669946429314
28 29 665920.8025368578 2300.669946429314
29 30 665920.8025368578 2300.669946429314
30 31 665920.8025368578 2300.669946429314
31 32 665920.8025368578 2300.669946429314
32 33 665920.8025368578 2300.669946429314
33 34 665920.8025368578 2300.669946429314
34 35 665920.8025368578 2300.669946429314
35 36 665920.8025368578 2300.669946429314
36 37 665920.8025368578 2300.669946429314
37 38 665920.8025368578 2300.669946429314
38 39 665920.8025368578 2300.669946429314
39 40 665920.8025368578 2300.669946429314
40 41 665920.8025368578 2300.669946429314
41 42 665920.8025368578 2300.669946429314
42 43 665920.8025368578 2300.669946429314
43 44 665920.8025368578 2300.669946429314
44 45 665920.8025368578 2300.669946429314
45 46 665920.8025368578 2300.669946429314
46 47 665920.8025368578 2300.669946429314
47 48 665920.8025368578 2300.669946429314
48 49 665920.8025368578 2300.669946429314
49 50 665920.8025368578 2300.669946429314
50 51 665920.8025368578 2300.669946429314
51 52 665920.8025368578 2300.669946429314
52 53 665920.8025368578 2300.669946429314
53 54 665920.8025368578 2300.669946429314
54 55 665920.8025368578 2300.669946429314
55 56 665920.8025368578 2300.669946429314
56 57 665920.8025368578 2300.669946429314
57 58 665920.8025368578 2300.669946429314
58 59 665920.8025368578 2300.669946429314
59 60 665920.8025368578 2300.669946429314
25 60 23307228.08879004 13610.94695765533
