#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 690793.0831566026 906.6186793590989
26 27 690793.0831566026 906.6186793590989
27 28 690793.0831566026 906.6186793590989
28 29 690793.0831566026 906.6186793590989
29 30 690793.0831566026 906.6186793590989
30 31 690793.0831566026 906.6186793590989
31 32 690793.0831566026 906.6186793590989
32 33 690793.0831566026 906.6186793590989
33 34 690793.0831566026 906.6186793590989
34 35 690793.0831566026 906.6186793590989
35 36 690793.0831566026 906.6186793590989
36 37 690793.0831566026 906.6186793590989
37 38 690793.0831566026 906.6186793590989
38 39 690793.0831566026 906.6186793590989
39 40 690793.0831566026 906.6186793590989
40 41 690793.0831566026 906.6186793590989
41 42 690793.0831566026 906.6186793590989
42 43 690793.0831566026 906.6186793590989
43 44 690793.0831566026 906.6186793590989
44 45 690793.0831566026 906.6186793590989
45 46 690793.0831566026 906.6186793590989
46 47 690793.0831566026 906.6186793590989
47 48 690793.0831566026 906.6186793590989
48 49 690793.0831566026 906.6186793590989
49 50 690793.0831566026 906.6186793590989
50 51 690793.0831566026 906.6186793590989
51 52 690793.0831566026 906.6186793590989
52 53 690793.0831566026 906.6186793590989
53 54 690793.0831566026 906.6186793590989
54 55 690793.0831566026 906.6186793590989
55 56 690793.0831566026 906.6186793590989
56 57 690793.0831566026 906.6186793590989
57 58 690793.0831566026 906.6186793590989
58 59 690793.0831566026 906.6186793590989
59 60 690793.0831566026 906.6186793590989
25 60 24177757.9104811 5363.628439936838
