#qTlo qThi PDF0  uncertainty
0 2 33206.15462940536 3360.169404434911
2 4 66871.91663053038 1572.009578582367
4 6 71954.37773041273 1631.503392134266
6 8 63466.45454022128 910.9870683852596
8 10 54885.39531124305 774.2803896702088
10 12 46806.39195500941 599.5524130555903
12 14 39129.31519459847 929.0258236177204
14 16 34739.01577867122 646.1604698556696
16 18 28934.08698268426 363.0444464282615
18 20 25306.50485837362 461.5471421745055
20 22 21807.75602098833 420.9346019638363
22 24 19017.9401443573 408.1717402926355
24 26 17600.47403998197 508.7109168548778
26 28 14950.4690811566 254.9501949471261
28 30 13679.57348750307 282.5731847361056
30 32 12112.70471976369 312.2131762873314
32 34 10748.5314579201 201.7172452501272
34 36 9614.498509046047 226.3467584356708
36 38 8516.732892066351 232.1418777785524
38 40 7757.36937043592 211.4506712499821
40 42 7219.208563162913 222.2791703203184
42 44 6681.043417437015 287.861955184742
44 46 5594.768764441945 209.1739578326161
46 48 5646.845977923797 194.8138201437506
48 50 4796.291169782948 151.8681342478774
50 52 4141.43216641427 140.2446862916524
52 54 4144.641807143207 145.6823669683402
54 56 3663.513409598085 120.3073715391919
56 58 3336.246733442636 137.2477693787243
58 60 2969.879780350343 77.78102930034672
60 62 2839.73664121345 129.4959975636057
62 64 2501.252965354413 99.64832425215509
64 66 2364.659328774877 134.1842305116573
66 68 2211.447733443201 84.80948706074918
68 70 2020.786286980177 102.6789747489972
70 72 1825.847376379627 69.72033837784385
72 74 1674.294370294598 76.24428122561255
74 76 1625.079615737328 105.1499058933688
76 78 1459.6702745394 60.02883507544696
78 80 1214.870633377851 95.35005377705784
80 82 1307.725277245057 48.8826303655389
82 84 1156.177757998827 52.79512351270953
84 86 1109.024321945307 45.97267305289427
86 88 939.7201495913316 47.61788322601716
88 90 874.1295141664676 34.67702098636101
90 92 919.9334585557059 42.32732040915435
92 94 822.0783140531307 38.08049558792032
94 96 805.7209024091612 37.90898289726535
96 98 703.8047962202834 24.52364070994129
98 100 687.6762320515749 53.03175644428071
0 100 678363.1710743976 4615.896974972168
