#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 656623.8003120121 731.2009945947207
-2.3 -2.2 656623.8003120121 731.2009945947207
-2.2 -2.1 656623.8003120121 731.2009945947207
-2.1 -2 656623.8003120121 731.2009945947207
-2 -1.9 656623.8003120121 731.2009945947207
-1.9 -1.8 656623.8003120121 731.2009945947207
-1.8 -1.7 656623.8003120121 731.2009945947207
-1.7 -1.6 656623.8003120121 731.2009945947207
-1.6 -1.5 656623.8003120121 731.2009945947207
-1.5 -1.4 656623.8003120121 731.2009945947207
-1.4 -1.3 656623.8003120121 731.2009945947207
-1.3 -1.2 656623.8003120121 731.2009945947207
-1.2 -1.1 656623.8003120121 731.2009945947207
-1.1 -1 656623.8003120121 731.2009945947207
-1 -0.9 656623.8003120121 731.2009945947207
-0.9 -0.8 656623.8003120121 731.2009945947207
-0.8 -0.7 656623.8003120121 731.2009945947207
-0.7 -0.6 656623.8003120121 731.2009945947207
-0.6 -0.5 656623.8003120121 731.2009945947207
-0.5 -0.4 656623.8003120121 731.2009945947207
-0.4 -0.3 656623.8003120121 731.2009945947207
-0.3 -0.2 656623.8003120121 731.2009945947207
-0.2 -0.1 656623.8003120121 731.2009945947207
-0.1 0 656623.8003120121 731.2009945947207
0 0.1 656623.8003120121 731.2009945947207
0.1 0.2 656623.8003120121 731.2009945947207
0.2 0.3 656623.8003120121 731.2009945947207
0.3 0.4 656623.8003120121 731.2009945947207
0.4 0.5 656623.8003120121 731.2009945947207
0.5 0.6 656623.8003120121 731.2009945947207
0.6 0.7 656623.8003120121 731.2009945947207
0.7 0.8 656623.8003120121 731.2009945947207
0.8 0.9 656623.8003120121 731.2009945947207
0.9 1 656623.8003120121 731.2009945947207
1 1.1 656623.8003120121 731.2009945947207
1.1 1.2 656623.8003120121 731.2009945947207
1.2 1.3 656623.8003120121 731.2009945947207
1.3 1.4 656623.8003120121 731.2009945947207
1.4 1.5 656623.8003120121 731.2009945947207
1.5 1.6 656623.8003120121 731.2009945947207
1.6 1.7 656623.8003120121 731.2009945947207
1.7 1.8 656623.8003120121 731.2009945947207
1.8 1.9 656623.8003120121 731.2009945947207
1.9 2 656623.8003120121 731.2009945947207
2 2.1 656623.8003120121 731.2009945947207
2.1 2.2 656623.8003120121 731.2009945947207
2.2 2.3 656623.8003120121 731.2009945947207
2.3 2.4 656623.8003120121 731.2009945947207
-2.4 2.4 31517942.41497659 5065.909092731806
