#qTlo qThi PDF0  uncertainty
0 2 29819.37246881053 359.6826453051827
2 4 63522.13519825714 135.1703478495588
4 6 67292.26849432199 65.86081215308528
6 8 60697.75604472835 42.58211312831073
8 10 52459.68651664417 25.76759309068991
10 12 44960.72914674535 11.617551774611
12 14 38596.37699356553 31.35516701251549
14 16 33294.59181141088 21.55251313245181
16 18 28882.67978034955 15.2961474493449
18 20 25075.92575322846 11.89867071091097
20 22 22087.19509945662 16.44276383528651
22 24 19448.25545659657 12.49983317465312
24 26 17197.47197751806 18.65538052943732
26 28 15267.2571534405 14.83679359465338
28 30 13604.7155684211 11.44334385468436
30 32 12166.50440663819 8.636791053547867
32 34 10913.56036314763 6.061651211838708
34 36 9814.562337557001 3.668789061838876
36 38 8848.022661966235 1.530341373396553
38 40 7986.776436729347 3.159856899652729
40 42 7237.846451049078 7.02813825097792
42 44 6566.750143018402 6.107128256164426
44 46 5968.339876301266 3.484318875010007
46 48 5432.80141562509 0.9924318603183115
48 50 4954.104534386721 2.001365994512358
50 52 4531.266233440825 2.294296130505328
52 54 4130.168500075655 2.16346193067704
54 56 3779.243876558161 2.341454298521858
56 58 3451.656974954673 1.936091419973679
58 60 3146.313519769703 2.894628680269753
60 62 2886.681887520074 2.516219847419098
62 64 2651.76808001862 1.408457126021377
64 66 2448.603018592013 1.967347857938032
66 68 2269.159295058752 0.4672433055101384
68 70 2104.434346964529 1.2710873624262
70 72 1944.953531124711 1.120873935055961
72 74 1789.903927544975 0.8326817487292638
74 76 1639.590449691578 0.560269249775373
76 78 1497.687499209106 0.8903489509744102
78 80 1358.474652348675 0.4886175020873953
80 82 1224.983372198331 0.4936235344822301
82 84 1099.034590847167 0.4386033313091613
84 86 987.2280589426496 0.3332983612081206
86 88 884.2397957538262 0.3651986311650252
88 90 792.1061761152613 0.411350942520548
90 92 710.6081645828131 0.2213013238585143
92 94 639.200890701168 0.1883392988338342
94 96 576.8547720463802 0.1751550602270014
96 98 521.8837369564443 0.1482887045847658
98 100 474.5068763392151 0.1444440382533088
0 100 659636.2383172701 397.2759657131593
