#qTlo qThi PDF0  uncertainty
0 2 26065.71236098395 2596.25717024118
2 4 65904.97339639621 1444.331828560349
4 6 69111.9562961621 972.6877769094449
6 8 63168.99054454939 667.9757853891499
8 10 53900.99854506741 871.6470145857036
10 12 46297.43147765553 527.5196203525375
12 14 39514.61495037654 488.5348490956322
14 16 34295.80642336719 582.7890294998884
16 18 28303.31587136968 468.9758317011064
18 20 25310.90503912293 259.4025498534815
20 22 22423.43759497908 350.7588650865501
22 24 19205.87481593217 261.9279697285824
24 26 17623.84048701913 314.2072966377015
26 28 15465.38820742899 284.3571807470643
28 30 13664.71199123298 260.7065549581158
30 32 11827.13252285541 349.5391507994527
32 34 10471.53027323384 173.7939113185022
34 36 10003.92699273079 207.3675025733963
36 38 8689.491971667478 186.9638833546911
38 40 7648.973751003114 227.3399667623523
40 42 7263.19139925035 127.5132766876083
42 44 6650.485324088831 179.4802169595249
44 46 5610.379369630325 222.7811822437214
46 48 5316.386356086879 103.4842396825578
48 50 4980.804449826514 263.7348658586743
50 52 4283.730173560317 126.5326324142082
52 54 4217.768850232419 117.4766913557905
54 56 3591.690563762899 146.2828437811011
56 58 3252.324428341888 95.99582243999021
58 60 3144.551605275542 96.69039223115382
60 62 2718.308759835181 113.6647205005729
62 64 2569.78312536892 70.0054700065884
64 66 2268.585486816386 70.70628585650726
66 68 2178.184203254335 74.72566602138284
68 70 2060.988874802473 49.25995434994094
70 72 1808.818038783367 53.44670875225554
72 74 1661.874751402143 45.14980231668663
74 76 1530.027165399081 68.8095645477335
76 78 1533.241350944005 69.29321527649348
78 80 1285.761902274573 45.4140625485804
80 82 1203.549562300931 41.31986382743388
82 84 1175.188010888667 33.19166677669438
84 86 1041.962974999481 36.35606148227735
86 88 951.6874367324154 32.58883950708072
88 90 924.9855950712465 28.10957992989072
90 92 822.6056840504351 35.38592525156196
92 94 739.6450317218927 25.32953033115765
94 96 712.7919624409071 24.4977805257459
96 98 653.522265428639 45.63926410103551
98 100 638.6902575558297 25.23621517905772
0 100 665690.5284732615 3626.350687143539
