#qTlo qThi PDF0  uncertainty
0 2 31197.05784252402 443.4338499582741
2 4 69155.10429308185 166.5742486000352
4 6 74708.84450359319 65.15255019482605
6 8 67314.76336887207 52.44617828281896
8 10 57625.22435997216 31.69880440210251
10 12 48808.5653357722 14.21654205863554
12 14 41407.65487119378 36.39963902316283
14 16 35322.45284658871 24.25830981749267
16 18 30323.72549602665 16.89716509165378
18 20 26049.07745984598 13.23249483679152
20 22 22755.56195158463 8.130649505283497
22 24 19866.1888101741 15.19059420790033
24 26 17425.18361155199 19.54305394078095
26 28 15350.34954400769 15.36802569690803
28 30 13578.06649574058 11.73399060535971
30 32 12056.95894919501 8.747498663076504
32 34 10741.21344617686 6.073363868070037
34 36 9594.601323479699 3.657009322197669
36 38 8592.50127680926 1.755946130551926
38 40 7703.575479037573 4.893001176420746
40 42 6936.359399738466 7.249769492693913
42 44 6251.206689995077 6.262030911495245
44 46 5643.030394354477 3.613799002138404
46 48 5101.225071205917 1.198254583958225
48 50 4619.067455046851 2.009198313462367
50 52 4191.382802112894 2.719145520902675
52 54 3789.975994082984 2.636112702411087
54 56 3442.967763448924 2.31792792612992
56 58 3116.930794006811 1.737011195549116
58 60 2817.387357840212 2.463548327771827
60 62 2560.168377296162 2.195527363470305
62 64 2331.4164816161 1.341978626104467
64 66 2133.787271189229 1.99832856702032
66 68 1959.900445379459 0.5719462001388735
68 70 1800.962914918343 1.51166180070884
70 72 1657.600987316573 1.171814747797185
72 74 1522.529848109078 0.7023574199546903
74 76 1396.37747302551 0.4792276764956017
76 78 1280.550088351583 0.6978101790224068
78 80 1171.933392954197 0.9937743193422989
80 82 1071.167053642736 0.9579687840522937
82 84 979.7892633286908 0.3599077477309596
84 86 896.3013630169315 0.3838725105851262
86 88 821.6484633060675 0.3936458915774711
88 90 754.8158329122894 0.2912130978092077
90 92 695.2513568948443 0.2458730005292261
92 94 642.3313590359639 0.2167956595949521
94 96 595.2745015282279 0.2022925167698826
96 98 553.0263918401802 0.18021203547859
98 100 515.6185204440778 0.1768693601716126
0 100 690826.6563731668 486.1285440037616
