#qTlo qThi PDF0  uncertainty
0 2 28412.62863420427 2847.830581399565
2 4 65389.84773515863 1688.692353790341
4 6 71874.16965168418 1072.677582831912
6 8 64237.49285265086 1488.667924660616
8 10 56770.9944678663 1198.896800500042
10 12 45650.08654518671 572.1726923127625
12 14 39497.60417204513 574.5441900707632
14 16 34118.891233571 837.5529023183271
16 18 28463.12829841938 575.3895309817935
18 20 25621.99487695201 573.4766512516572
20 22 21809.35737486318 688.954453001425
22 24 19804.20636694421 419.3450362785319
24 26 16513.25994080926 435.0582344958885
26 28 14807.12954569193 511.9387409043593
28 30 13705.19586033688 500.76834815837
30 32 12358.5690928671 404.729834175433
32 34 11017.48983012308 361.9206314534086
34 36 9454.807808256321 465.3629911036652
36 38 8439.97248021112 281.4858471600232
38 40 8394.07566360222 336.3058583764314
40 42 7105.554405666488 189.129024091267
42 44 6484.783570698187 168.9075069838579
44 46 5722.670568436957 187.1140732237728
46 48 5430.750955497104 189.7055442748673
48 50 4475.393337922411 219.4248506777659
50 52 4663.956186594023 195.2402384524324
52 54 3958.935913567325 159.4222460907842
54 56 3628.984295476211 157.1477080407033
56 58 3316.571863716852 298.2946185144406
58 60 2874.265083560626 162.2971189603036
60 62 2829.887091182798 148.694631550941
62 64 2482.923233244646 95.40018860432515
64 66 2104.633177029353 146.1000903424284
66 68 2162.968472727641 99.81678906758547
68 70 1992.863343365864 82.36431269143601
70 72 1812.864569446187 81.30396450179146
72 74 1750.626592134211 100.1268527074876
74 76 1533.733012065497 70.98233708488262
76 78 1315.247300985505 81.36893179677044
78 80 1371.142394579811 74.37030521878208
80 82 1237.81431970389 69.22425572093059
82 84 1187.684345911149 53.46059418667003
84 86 1125.441757826251 58.55621381779661
86 88 1083.41610990155 47.06388273043545
88 90 902.5874028293013 47.19855449453316
90 92 955.6166957723279 60.08459887113607
92 94 800.6504379985154 65.60364718844852
94 96 671.0459442526741 56.9250290807382
96 98 807.3228689469081 58.53197675293521
98 100 664.1748429748984 51.27393718667619
0 100 672795.4125254594 4512.654746909572
