#qTlo qThi PDF0  uncertainty
0 2 29335.37195370242 438.4692315778562
2 4 64627.32367361302 163.9219188512103
4 6 69901.1354191618 75.25586075055692
6 8 63503.68480450442 51.37111665570526
8 10 54908.97962249346 30.96444157467426
10 12 46957.28306264024 13.84535888382195
12 14 40184.29990754182 34.50195632056085
14 16 34550.72737845193 23.51177156013031
16 18 29874.23273129811 16.62310375313896
18 20 25836.36865054673 12.03336967853816
20 22 22704.21077793151 8.225416205555385
22 24 19936.1807963194 15.14852586345364
24 26 17581.12086599507 19.82626695497607
26 28 15567.26092323279 15.65918508431078
28 30 13838.1603299817 12.00995404641379
30 32 12346.62138387474 8.998098937079591
32 34 11049.89243669367 6.28042439423619
34 36 9914.864477203235 3.796480023679819
36 38 8918.856440175208 1.728168933844267
38 40 8032.844034643761 4.131805033946963
40 42 7264.448736166159 7.33767480456491
42 44 6576.230059647152 6.357653691130451
44 46 5963.680125883327 3.654522199595974
46 48 5416.203026531442 1.147221732590619
48 50 4927.792154187667 2.058683621400713
50 52 4494.86069187348 2.612347841946183
52 54 4086.211361344256 2.408824099750087
54 56 3692.728710018572 2.822024232470534
56 58 3397.450607559187 1.881885396751944
58 60 3088.920600246245 2.740450829891941
60 62 2825.214045393324 2.411057023499627
62 64 2588.885050848328 1.404248557110217
64 66 2384.543219309804 2.022538766080448
66 68 2204.541772784319 0.5357748809881784
68 70 2038.852825604207 1.447734005008425
70 72 1884.935119401808 1.154584327987923
72 74 1736.26805550338 0.7869638860822649
74 76 1594.054646672944 0.5291276233041389
76 78 1461.000468255747 0.8155632934749291
78 80 1332.256700532027 1.154108141413439
80 82 1209.793512411104 0.5396140949415841
82 84 1095.214629818292 0.8462740662386732
84 86 992.5336060171204 0.3648440121550756
86 88 898.2651955037478 0.3862715648664882
88 90 813.5439800880711 0.4210782541337979
90 92 738.0942538611321 0.2377444156398704
92 94 671.3777764611624 0.2071220597270395
94 96 612.5232409113859 0.1923420467860763
96 98 560.3564892483074 0.1737864559304422
98 100 514.3616381820658 0.155200307780361
0 100 676634.5619702708 481.8115947548378
