#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
88 90 25 26 40.55449389564292 0.1494242965815247
88 90 26 27 40.15832484381233 0.1588262188035134
88 90 27 28 39.40906515178508 0.1461308519291651
88 90 28 29 37.74928742472191 0.1591552499681182
88 90 29 30 37.35460439485035 0.1359975517505696
88 90 30 31 37.06308873111998 0.1497363032601334
88 90 31 32 36.21616915693723 0.14771525455077
88 90 32 33 35.49215637509472 0.137605567900297
88 90 33 34 35.10331106330917 0.1347825706878895
88 90 34 35 34.85754384972577 0.1485598697398679
88 90 35 36 33.80581103110295 0.1442900996205304
88 90 36 37 33.08667733760818 0.1243155958097468
88 90 37 38 34.07513351788107 0.1200601103125404
88 90 38 39 32.55917996607278 0.1246458302294492
88 90 39 40 32.11050813180372 0.1207985758279583
88 90 40 41 31.93274295795326 0.1131941959605702
88 90 41 42 31.57789309103909 0.117766053882529
88 90 42 43 31.68697993679397 0.1193783788871276
88 90 43 44 30.77151912208458 0.1097428106447429
88 90 44 45 30.88390083975509 0.1119606743796881
88 90 45 46 30.37588861276424 0.1134167308609215
88 90 46 47 30.01391692028984 0.1101202647890202
88 90 47 48 30.04365108321024 0.1062768863140854
88 90 48 49 29.55224503555377 0.1174129112168123
88 90 49 50 29.28517805109107 0.1135834251989624
88 90 50 51 29.62120223467999 0.1072700583452067
88 90 51 52 28.82317758343178 0.1066628964931384
88 90 52 53 28.66253933041084 0.1046773578513755
88 90 53 54 28.4374176870919 0.1152319053768377
88 90 54 55 28.47074743271422 0.1079172592491268
88 90 55 56 28.62483879387563 0.1117141486374139
88 90 56 57 27.89407336505358 0.1059068050192594
88 90 57 58 27.68925613986742 0.1034532729147167
88 90 58 59 27.86367221254764 0.1053694559032878
88 90 59 60 27.81836898130376 0.1028894090386901
90 92 25 26 37.18270312881639 0.1412999067077962
90 92 26 27 36.11670636198394 0.13752579713518
90 92 27 28 36.0309918683234 0.1364153627704953
90 92 28 29 34.57624720943235 0.1493961724850363
90 92 29 30 33.88536868254157 0.1260897595667701
90 92 30 31 33.9286817367142 0.1334619075036231
90 92 31 32 33.02722683855391 0.1371840804086409
90 92 32 33 32.27546293226817 0.1209230754165193
90 92 33 34 31.72354492641867 0.1256714245503926
90 92 34 35 31.85859655306602 0.1262123861074595
90 92 35 36 31.19406003497046 0.1340027504278815
90 92 36 37 30.22011560140099 0.1158230115229234
90 92 37 38 30.25804759854623 0.1133719546173514
90 92 38 39 30.07326099420916 0.1153414729494452
90 92 39 40 29.24816845438379 0.1092349576184274
90 92 40 41 28.92730459200051 0.1092138009969047
90 92 41 42 28.898478202498 0.1059279555721565
90 92 42 43 28.72172534546459 0.1126524245519328
90 92 43 44 28.30567450553951 0.1022977702334826
90 92 44 45 27.8805178377327 0.1012656891354123
90 92 45 46 27.79041215682134 0.1052016096946938
90 92 46 47 27.31414014425811 0.098908112813132
90 92 47 48 27.34789612508778 0.1047282083976725
90 92 48 49 27.09843755309477 0.1080545957071347
90 92 49 50 26.59372825620287 0.09866591754576168
90 92 50 51 26.57255415516983 0.1035682961000166
90 92 51 52 26.4858237082222 0.09870002003538632
90 92 52 53 25.94448240726195 0.09983429749123729
90 92 53 54 25.91975063278335 0.09452599939193883
90 92 54 55 25.84951113493945 0.09860219498615444
90 92 55 56 25.92826382765552 0.1008030765453488
90 92 56 57 25.64998082885396 0.0974695535141917
90 92 57 58 25.37179307302624 0.0948878216054353
90 92 58 59 25.34795081223163 0.09802484431619572
90 92 59 60 25.39795236589964 0.09361065635511895
88 92 25 60 2158.570124869354 0.9971763261336953
