#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
32 34 25 26 1042.190419085858 96.33649400891107
32 34 26 27 1558.635266826623 122.892543484072
32 34 27 28 1799.861037836731 131.0045470249427
32 34 28 29 1639.306513580091 161.8193862128784
32 34 29 30 1124.448370212849 129.025880172018
32 34 30 31 985.1923825220003 117.8273418955098
32 34 31 32 1014.642157504504 80.66540833915694
32 34 32 33 911.2227380020985 70.4114366628794
32 34 33 34 973.2429407113016 123.7635962289269
32 34 34 35 807.3412810780741 80.13650223465842
32 34 35 36 694.173675233165 155.8792576076526
32 34 36 37 728.3623878262727 86.58203001162794
32 34 37 38 850.1069382154393 79.65329611496688
32 34 38 39 656.4118783488328 59.11714787885389
32 34 39 40 693.5692612629365 78.14946803903892
32 34 40 41 657.8713832747142 66.28765160261419
32 34 41 42 612.7921601317719 70.33072261585653
32 34 42 43 729.0251069542078 69.12621839858538
32 34 43 44 649.9808829476067 50.90754153768503
32 34 44 45 631.8754394849306 49.67964614092787
32 34 45 46 535.853882073735 60.90560917503272
32 34 46 47 629.1275523063946 73.6928903842674
32 34 47 48 560.3031809990744 46.08552254267767
32 34 48 49 660.988648362797 56.62622242108148
32 34 49 50 585.3911159232596 52.92830017200991
32 34 50 51 518.9166684742779 71.81018768165083
32 34 51 52 567.9856464108624 54.33332380969173
32 34 52 53 549.4967707520137 59.02093501851606
32 34 53 54 675.5048082405604 60.70637892760583
32 34 54 55 711.1848850917158 57.54264526791035
32 34 55 56 675.0798165199121 60.00542325821505
32 34 56 57 567.6858564640572 78.3060889920183
32 34 57 58 916.1739108768792 119.9354449278615
32 34 58 59 1033.784162201134 65.7051310222285
32 34 59 60 873.9826913859677 99.59507334654377
34 36 25 26 1229.683580345281 153.2724921338195
34 36 26 27 1628.841592645997 112.0566816868162
34 36 27 28 1109.800458063143 113.9996838505494
34 36 28 29 1109.16542225108 98.85628143082816
34 36 29 30 1076.847201075101 112.9209382319393
34 36 30 31 882.1321982032595 88.47090150879626
34 36 31 32 773.0887367602168 73.82192441698376
34 36 32 33 779.688976532444 68.27645226775314
34 36 33 34 803.7050393187179 78.50738600444681
34 36 34 35 826.7514128965001 74.69182314098458
34 36 35 36 695.6026132592719 52.29963174491004
34 36 36 37 654.5714120241452 90.58697325884403
34 36 37 38 663.3442987248662 79.93702862283421
34 36 38 39 659.3117385429875 45.03111285956195
34 36 39 40 530.7181766121894 73.28729158907402
34 36 40 41 608.5408525736798 63.70797437199484
34 36 41 42 636.3451148720986 36.9530104888907
34 36 42 43 600.1521435082121 60.98087537136152
34 36 43 44 549.1535116428937 46.95144092710552
34 36 44 45 517.9554482514 49.26576160679436
34 36 45 46 546.5015980571402 40.84147217340493
34 36 46 47 589.2736050354849 50.48129315677728
34 36 47 48 563.8377710602994 49.52345378086833
34 36 48 49 559.4798161365342 50.67339401850921
34 36 49 50 484.7440322129805 41.45002048154475
34 36 50 51 514.8141146471489 46.81791918737695
34 36 51 52 528.4989708207069 43.61252947678697
34 36 52 53 521.1284198911384 46.68756784820217
34 36 53 54 582.0802439709846 37.22419642604339
34 36 54 55 552.3766957465491 48.64186019355036
34 36 55 56 546.4515587400978 61.36955975370896
34 36 56 57 570.6558650818261 64.10313118143689
34 36 57 58 497.0813965624469 60.3104053144335
34 36 58 59 744.0837914229679 63.10672309032303
34 36 59 60 884.1190564706159 145.4613022938223
32 36 25 60 53842.23868108307 685.5570825044064
