#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
64 66 25 26 180.9925774480846 17.89546388120618
64 66 26 27 165.2232859322535 10.13042231520651
64 66 27 28 155.3476521058366 10.86403612084622
64 66 28 29 136.0625901211149 18.35309959824602
64 66 29 30 152.1385601697302 11.011109063478
64 66 30 31 162.9127964866113 17.23672011996577
64 66 31 32 96.88849921539824 19.05537375072217
64 66 32 33 104.3290603410278 17.75531616459018
64 66 33 34 117.2133376074682 17.2318263292109
64 66 34 35 125.6431828517888 20.98766088799358
64 66 35 36 132.6918051822358 17.57533684101525
64 66 36 37 122.7870836972978 9.783057850077316
64 66 37 38 129.4824930509183 21.0226871553703
64 66 38 39 127.3055024146895 10.73725072286542
64 66 39 40 113.1475184931519 11.70664775494805
64 66 40 41 93.62182140419044 9.465347034872826
64 66 41 42 110.5829647161499 9.321306071432806
64 66 42 43 106.8010434818849 5.573719652700253
64 66 43 44 82.02092809682188 10.25615922664062
64 66 44 45 85.55784796971234 10.96050737221572
64 66 45 46 89.82399248188923 13.62798783183401
64 66 46 47 85.34443041393772 14.20214294772022
64 66 47 48 88.72488380566377 9.910454184970858
64 66 48 49 89.6426104847186 7.562518941312038
64 66 49 50 92.14226385028022 9.511454357818426
64 66 50 51 54.50032520654968 10.31495215149736
64 66 51 52 90.20233506262102 3.67565485730762
64 66 52 53 96.33033621519014 8.1653762076619
64 66 53 54 85.63430980835066 6.276096348160007
64 66 54 55 85.8054938538456 6.995719031932507
64 66 55 56 93.57688339919332 11.23157136307976
64 66 56 57 77.98983542180136 4.737282277116849
64 66 57 58 34.87062390544043 6.642869287910587
64 66 58 59 76.85086156915575 3.064747591305094
64 66 59 60 9.747680907494397 8.178108801997935
66 68 25 26 139.1209489500928 13.96356927802606
66 68 26 27 152.1107941890147 15.13688607689135
66 68 27 28 129.1254214778367 18.69069689804184
66 68 28 29 157.486828756135 13.48685522371853
66 68 29 30 86.51048068435745 12.21378363399937
66 68 30 31 142.7340333794794 13.51727326863286
66 68 31 32 133.7501551302449 11.70129770090398
66 68 32 33 116.786002570962 13.90860232655234
66 68 33 34 122.181321527005 9.795818902834686
66 68 34 35 100.9449128122834 11.49601574129853
66 68 35 36 156.2605910126693 15.65982433811447
66 68 36 37 57.06596545589873 11.35849197466636
66 68 37 38 92.81217330299584 8.825909093924547
66 68 38 39 105.5120093505584 6.919744793111424
66 68 39 40 71.90461647612202 13.59530309491551
66 68 40 41 107.3234652387044 15.12535586699823
66 68 41 42 116.5487681591956 6.13191142381236
66 68 42 43 104.9021653845572 10.4047845687623
66 68 43 44 37.44605078354718 9.364583338725751
66 68 44 45 92.59189064144934 7.463121907805801
66 68 45 46 79.76623651331059 8.458663583387965
66 68 46 47 63.62222657281606 9.154965581884737
66 68 47 48 62.24748624439909 10.19714214165004
66 68 48 49 83.13323238271634 9.873515980146459
66 68 49 50 63.58464386102953 7.177437417260511
66 68 50 51 87.09318119655109 8.79534781673645
66 68 51 52 30.05746202365011 0.6638304657426841
66 68 52 53 40.32684284806692 6.9690236230282
66 68 53 54 69.28937266764177 5.052427081521059
66 68 54 55 75.2593555513087 7.65588908517954
66 68 55 56 51.03711798556171 8.271469268886809
66 68 56 57 11.79668825972203 7.047828987444301
66 68 57 58 16.5500587836963 13.20968050390129
66 68 58 59 55.83851798148503 5.878495963927328
66 68 59 60 19.19497694218708 4.792996476354956
64 68 25 60 6683.85341226975 97.15141207085345
