#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
40 42 25 26 984.1252779924762 70.73798643392787
40 42 26 27 751.8591136980307 157.4246745671184
40 42 27 28 945.5816618933181 145.3914351635196
40 42 28 29 556.4311904951887 72.66315281070483
40 42 29 30 578.2756760180952 46.45212405400237
40 42 30 31 612.4741712499635 54.27657373215109
40 42 31 32 618.6991920205694 46.94469049692901
40 42 32 33 507.8598387169557 42.03277037067424
40 42 33 34 353.4797653149824 75.16201907817445
40 42 34 35 592.5771963428303 46.88071408957441
40 42 35 36 432.3155325241283 46.48295738695449
40 42 36 37 463.6709520501627 66.95325787280275
40 42 37 38 427.0045565188171 46.49981273609827
40 42 38 39 428.0164927955594 36.39164058211771
40 42 39 40 458.8877303324087 39.98766163219536
40 42 40 41 410.7865553931732 48.19406765021164
40 42 41 42 409.1793580554414 27.70430504596927
40 42 42 43 365.6263754635109 30.61471367780733
40 42 43 44 347.5671085164985 40.43377810236393
40 42 44 45 368.6783909880548 52.66294049239858
40 42 45 46 337.9261202972288 26.55513403463227
40 42 46 47 315.8465799959258 37.92601166919044
40 42 47 48 304.8659121232116 42.2899948642516
40 42 48 49 342.6835288993938 32.57679197454882
40 42 49 50 331.3675362675783 39.24389913308887
40 42 50 51 333.9068961697037 27.46027899168422
40 42 51 52 325.8759056375076 37.75534738650337
40 42 52 53 283.7094448391927 32.02421042004359
40 42 53 54 275.9208316875832 31.02562917757612
40 42 54 55 295.9055681831864 40.45265545809254
40 42 55 56 266.1158758783334 47.85188927101323
40 42 56 57 298.1985447099157 26.18857367372705
40 42 57 58 198.8177148993006 60.77454995487149
40 42 58 59 332.8136156606557 31.80011169415798
40 42 59 60 217.4251340283959 34.78654931512732
42 44 25 26 928.0958696948732 113.8584504624518
42 44 26 27 640.7395679128132 69.69943170817901
42 44 27 28 675.6284193781254 47.64499121303618
42 44 28 29 694.2087154988777 51.99365780162334
42 44 29 30 580.1056905423188 64.12470321398114
42 44 30 31 668.4548592272702 78.37638170654402
42 44 31 32 466.1278389417025 44.32571711867116
42 44 32 33 521.3292881967553 73.86056931126929
42 44 33 34 448.3500031616899 53.0734699580771
42 44 34 35 438.700171765809 32.9324678615409
42 44 35 36 333.8889312316974 37.8090908913634
42 44 36 37 414.9655489624561 37.43173764588219
42 44 37 38 352.086755927139 34.23588056764677
42 44 38 39 374.4339118932309 34.95214839978778
42 44 39 40 446.3554741161433 39.346583828072
42 44 40 41 381.3957493074713 42.03693035095677
42 44 41 42 345.3447365375051 30.89957973543263
42 44 42 43 310.8079576819362 51.80431689935138
42 44 43 44 270.8701695372584 31.01896591803074
42 44 44 45 266.4828854142807 29.510720858371
42 44 45 46 313.0936469623751 35.55991133794663
42 44 46 47 282.275225026605 23.55612087509408
42 44 47 48 339.1941586149303 35.85561593934464
42 44 48 49 275.3082436169585 38.90370762368602
42 44 49 50 210.7127250932082 53.503420689204
42 44 50 51 302.5820050876695 25.80727538045574
42 44 51 52 274.3243587645101 25.84787374205649
42 44 52 53 301.1181630651159 30.86358817822413
42 44 53 54 249.6518085286885 27.62394115495355
42 44 54 55 271.3859074402695 40.82399249258139
42 44 55 56 207.5086319509128 26.05648617544139
42 44 56 57 322.8570940407652 36.11208055036739
42 44 57 58 298.3675793939584 32.20914249083246
42 44 58 59 262.2564982141619 24.0949801265479
42 44 59 60 274.5177146565516 29.70915755646166
40 44 25 60 28818.00165104328 435.4112511330234
