#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
20 22 25 26 1268.845227899409 171.7535207343394
20 22 26 27 1582.527579613772 162.9944783773109
20 22 27 28 1921.185051219484 309.0765138598733
20 22 28 29 2048.265939743924 202.7651238504853
20 22 29 30 2549.646628767605 164.9362406702244
20 22 30 31 3534.004954308231 276.5270478337561
20 22 31 32 3567.969937836742 295.6563890403372
20 22 32 33 3353.078450141819 464.8454153136484
20 22 33 34 3221.635295342719 260.6888213146137
20 22 34 35 2955.690307169726 212.107974431697
20 22 35 36 2769.756186649818 197.1730932009137
20 22 36 37 2360.475918646675 157.6121135966856
20 22 37 38 2111.663512874074 176.9757431507292
20 22 38 39 2457.458308859218 237.4744403407053
20 22 39 40 2109.661023664174 185.1059077075083
20 22 40 41 1991.336894533499 136.898874278667
20 22 41 42 2046.271978104353 188.2254753055589
20 22 42 43 2459.984159516046 169.165940232549
20 22 43 44 2056.401131949614 245.5205116389082
20 22 44 45 2409.817828835322 192.0947012903696
20 22 45 46 2367.804482411862 190.7960050304231
20 22 46 47 2723.81464104088 356.2850816677502
20 22 47 48 2875.745940286991 283.6226830324976
20 22 48 49 2345.282494112701 169.3808694395897
20 22 49 50 2704.334141282404 295.0321683554221
20 22 50 51 2240.001348814823 250.4508858950845
20 22 51 52 2507.597339329312 180.5124825596026
20 22 52 53 1262.12957836391 118.874196566197
20 22 53 54 350.8128367694017 44.26505331731092
20 22 54 55 156.5141954086903 18.84082083238123
20 22 55 56 -16.86416424703505 4.1833803599474
20 22 56 57 -2.706358703078334 1.809688686414866
20 22 57 58 -1.254635309048168 0.3294185865646942
20 22 58 59 -0.51211228857688 0.07042987552894253
20 22 59 60 -0.3371179724643945 0.01038143984358451
22 24 25 26 1248.894502807775 198.7470880223331
22 24 26 27 1532.225088886705 127.3054645628646
22 24 27 28 1848.389433103994 151.1717038359254
22 24 28 29 1920.198252024144 263.8339389951814
22 24 29 30 2287.69603521064 265.0476869031239
22 24 30 31 3351.735995354226 190.7206560885844
22 24 31 32 3170.636487847342 287.4771555588791
22 24 32 33 2542.359321179261 208.1609023891093
22 24 33 34 2233.968285753491 140.4796902490729
22 24 34 35 2130.593594282092 146.0594908057513
22 24 35 36 2047.207076774672 235.8938671779517
22 24 36 37 1790.641314743742 166.1143389146016
22 24 37 38 1796.198378679115 170.3722424611643
22 24 38 39 1359.931110502688 192.110606563172
22 24 39 40 1952.837955519146 188.5158933557719
22 24 40 41 1681.671312343548 152.0696954055064
22 24 41 42 1676.874275422306 180.5925840054525
22 24 42 43 1750.861939727043 157.8649109237736
22 24 43 44 1724.654110416355 192.0966526009845
22 24 44 45 1455.576696907792 198.3082898778897
22 24 45 46 1801.988044293603 268.5899601513913
22 24 46 47 1740.430022886838 174.3926151461186
22 24 47 48 2191.173622469767 225.6304891320511
22 24 48 49 2174.281626974463 170.6544676645389
22 24 49 50 2050.661415683504 154.4420455980874
22 24 50 51 2220.212721174613 265.8185352756749
22 24 51 52 2237.382492406325 205.3665326727901
22 24 52 53 2001.047071222814 149.92573181098
22 24 53 54 1376.912685783304 158.0558878729622
22 24 54 55 203.2659137563772 51.23469265171194
22 24 55 56 -52.02126105482223 16.15817351125585
22 24 56 57 -23.15255396978681 7.641433575188296
22 24 57 58 25.2181073341187 1.040768926457494
22 24 58 59 -0.7338220996001391 2.011878260826781
22 24 59 60 -0.1356830392439212 0.03097626167678993
20 24 25 60 125737.7204962854 1637.955297059451
