#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
40 42 25 26 1059.770780343889 89.41231561438288
40 42 26 27 873.2471332550427 104.0006492507803
40 42 27 28 785.1365560942519 89.81478436091699
40 42 28 29 637.6541259206941 66.10223693567589
40 42 29 30 527.8599580521741 92.65712629462331
40 42 30 31 484.5226145143599 80.70520050232001
40 42 31 32 590.5137660438155 58.41251152108493
40 42 32 33 451.0283137853406 55.95020830461164
40 42 33 34 516.2092153688976 66.06570598436022
40 42 34 35 536.3778057525132 40.85194563321265
40 42 35 36 459.0464262796038 77.40888115380049
40 42 36 37 468.7012567034878 55.01387189709748
40 42 37 38 378.8957699551868 59.01834819197847
40 42 38 39 457.9448436455514 37.01657023009143
40 42 39 40 427.9564096559641 42.93147453608089
40 42 40 41 435.5985390233874 52.92545876080385
40 42 41 42 416.8331344604352 30.25674626920323
40 42 42 43 352.9596540830847 50.36810056696446
40 42 43 44 349.0500001263365 30.2600997678563
40 42 44 45 333.6901976096052 43.93820180486627
40 42 45 46 340.3521984203121 64.85949359265169
40 42 46 47 395.2225181747991 38.4612611699531
40 42 47 48 460.3713683619104 96.45811544650839
40 42 48 49 347.3343612743658 45.6666712390718
40 42 49 50 290.0208909742414 27.31920978867056
40 42 50 51 273.1489945057558 42.71019716473432
40 42 51 52 296.2926758211755 37.03869852250061
40 42 52 53 301.2898591692669 30.33630479396158
40 42 53 54 201.8938907084582 42.74469016942913
40 42 54 55 249.8718865124505 45.13205257943591
40 42 55 56 292.1863008626579 25.70254319633488
40 42 56 57 302.8898906780261 44.48756444154674
40 42 57 58 277.2370584558154 57.69832583375923
40 42 58 59 269.7408958217908 36.59135403313865
40 42 59 60 164.6032513655719 33.28429988288673
42 44 25 26 807.8321013377977 106.1052123148625
42 44 26 27 683.2281806685969 59.32874662461181
42 44 27 28 676.918300448263 80.54775533995637
42 44 28 29 560.3983509527718 50.43152666537264
42 44 29 30 414.1952041670256 58.06753527550038
42 44 30 31 399.7962378252702 58.84646025707891
42 44 31 32 472.5769108598324 36.49985098653482
42 44 32 33 387.1383441213295 95.70159061940333
42 44 33 34 390.4131949809375 42.65109470904653
42 44 34 35 419.2054163306441 37.85722964164279
42 44 35 36 443.5620894852576 48.58674077960284
42 44 36 37 385.2391189750311 37.63334854896252
42 44 37 38 376.6101548391221 53.29697364018998
42 44 38 39 272.9630550907721 56.55658115165264
42 44 39 40 441.7336549418262 45.96788687383185
42 44 40 41 340.166216943239 42.49499959113911
42 44 41 42 316.7097474866923 30.42940164682258
42 44 42 43 233.864598212755 36.77273514476283
42 44 43 44 347.7134605376604 27.84972717548633
42 44 44 45 301.8590466204365 34.83270069934362
42 44 45 46 317.8775270664679 59.18732991541267
42 44 46 47 148.7655849058448 41.90090497072983
42 44 47 48 281.8882889277873 36.22973398029077
42 44 48 49 239.6403703493126 31.79657207225862
42 44 49 50 238.0111442772703 25.6499332756388
42 44 50 51 221.8296851662398 39.06801549802434
42 44 51 52 284.3009454994499 27.57827541041793
42 44 52 53 292.5638888885709 38.26140154902559
42 44 53 54 376.4304746102697 52.64934615869898
42 44 54 55 243.8267778074292 41.84978965677856
42 44 55 56 179.4691209613302 36.53055183808642
42 44 56 57 154.0367996338726 24.77781056379938
42 44 57 58 223.3050761011102 37.8306211941504
42 44 58 59 227.8418997170887 27.0490265787534
42 44 59 60 226.7752709990667 35.78149319117752
40 44 25 60 27334.13878151658 449.7223553272451
