#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
20 22 25 26 1574.000057916433 107.4055967912536
20 22 26 27 1659.951222293575 86.10168747362154
20 22 27 28 1829.373462164627 149.5777604594666
20 22 28 29 1897.770062759164 96.42858738094633
20 22 29 30 2638.82076638811 129.9164167322868
20 22 30 31 3253.295835575322 142.9247762784181
20 22 31 32 4516.826316887015 271.1473492288255
20 22 32 33 3446.709335949813 185.6695191252142
20 22 33 34 2615.800317804599 200.6825479266198
20 22 34 35 2609.47090497818 198.7383301396239
20 22 35 36 2429.593002484204 143.1592824336106
20 22 36 37 2207.549335243911 157.778451852127
20 22 37 38 2284.370616497029 217.1818969251965
20 22 38 39 2148.742774408941 196.6244218201949
20 22 39 40 2470.378184395512 213.2835559179314
20 22 40 41 2136.747746539847 145.4154089863349
20 22 41 42 1904.291674827732 116.079668091897
20 22 42 43 2185.658236463606 175.5673745482612
20 22 43 44 2090.107240824902 147.8587479215877
20 22 44 45 2014.341092462293 187.8183101793605
20 22 45 46 2247.42435466931 342.1551174046451
20 22 46 47 2361.137877457395 205.0316740459884
20 22 47 48 2589.428305267125 141.8788039413571
20 22 48 49 2532.767628796983 126.5546991176932
20 22 49 50 2520.096550238344 167.0472931640331
20 22 50 51 2535.144758404828 133.4708015292957
20 22 51 52 2486.070595380435 123.9804067517554
20 22 52 53 1117.02120690623 87.20281940544126
20 22 53 54 288.5924540479101 27.79225640031931
20 22 54 55 132.8644108392614 12.88876044350498
20 22 55 56 -5.341300910605966 3.550191929269938
20 22 56 57 1.615263787130615 1.608359426486808
20 22 57 58 1.23373901909789 0.2444212705966278
20 22 58 59 1.112150260293512 0.05698585287583247
20 22 59 60 0.5925304717751256 0.01001520878408121
22 24 25 26 1363.922475444283 116.0531134200215
22 24 26 27 1482.697849905669 88.86615432344435
22 24 27 28 1788.98061709805 139.9263151608929
22 24 28 29 1910.175674561543 173.6041320127986
22 24 29 30 2712.304096425291 232.2184803152235
22 24 30 31 2986.976837296718 261.0608120215268
22 24 31 32 2955.427550533781 155.5862482739842
22 24 32 33 2693.666882636122 216.2827677539909
22 24 33 34 1925.37449710605 155.6176791800122
22 24 34 35 2144.882869889794 139.4515607745582
22 24 35 36 2239.995035120499 145.3054947180641
22 24 36 37 1794.668579370006 116.8289561174868
22 24 37 38 1772.622587011184 207.4990390381318
22 24 38 39 1662.88577161694 169.4231357191831
22 24 39 40 1699.029227948397 114.5492224254768
22 24 40 41 1820.400259371928 129.4347845440679
22 24 41 42 1464.632824155414 112.7558253373148
22 24 42 43 1709.519154073234 113.6927832827849
22 24 43 44 1744.764207790989 131.0216754697978
22 24 44 45 1604.57454646512 200.14133566511
22 24 45 46 1780.65052995028 123.9462911967153
22 24 46 47 1816.280000355041 100.0987677832826
22 24 47 48 1818.328580751281 171.2087268024774
22 24 48 49 2210.897235088534 158.4689508982538
22 24 49 50 2203.524823165386 159.4880610601386
22 24 50 51 2404.437754609333 265.5624565657848
22 24 51 52 1850.210459798632 161.0877002497922
22 24 52 53 2063.563419559017 151.3018559351893
22 24 53 54 1278.586466437901 116.5124684589503
22 24 54 55 155.2750672480749 36.10614873488005
22 24 55 56 -32.85252209019637 16.25932510249643
22 24 56 57 7.117473468118085 7.664873882683469
22 24 57 58 12.85948016508203 0.9045947991486325
22 24 58 59 -0.4497603287842727 1.477140885270428
22 24 59 60 1.457381675589598 0.02782885238149871
20 24 25 60 123770.9466451746 1267.583648490323
