#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
88 90 25 26 36.91137687288102 0.1283739693880525
88 90 26 27 38.18576219615632 0.1364213740674516
88 90 27 28 37.4264147162796 0.1255311709335842
88 90 28 29 34.68968108363313 0.129814031954104
88 90 29 30 35.17181632031831 0.1166603217188273
88 90 30 31 35.30370382593083 0.1285278627925446
88 90 31 32 33.92656180299338 0.1269335997285601
88 90 32 33 32.98015528061314 0.1179007747415853
88 90 33 34 33.19296282578028 0.1152022415799974
88 90 34 35 33.84796567729542 0.1295262485656995
88 90 35 36 31.27530694353538 0.123836856894085
88 90 36 37 30.43871361184963 0.1066114007174326
88 90 37 38 33.95383208960612 0.1009007578421557
88 90 38 39 30.40589501332433 0.1069919402303691
88 90 39 40 30.07665690830611 0.1035987742386781
88 90 40 41 30.37544017302734 0.09701512816663165
88 90 41 42 30.5430568531893 0.09729338708416074
88 90 42 43 30.75688775664023 0.1025055603493171
88 90 43 44 29.00630215792559 0.09397108646836846
88 90 44 45 29.78879331341497 0.09597734318834589
88 90 45 46 29.37737853935081 0.09728628022633157
88 90 46 47 28.72973403995266 0.09432357949553248
88 90 47 48 28.80660704867331 0.09106173161739285
88 90 48 49 27.81696508375736 0.09755897104207915
88 90 49 50 27.88729475865395 0.09729593469433329
88 90 50 51 28.90983654578879 0.08848067737051216
88 90 51 52 27.23813013709897 0.09134021056711293
88 90 52 53 26.8779261358391 0.0895667543252158
88 90 53 54 26.81710250179247 0.1011002095502262
88 90 54 55 27.27036088982438 0.09234245214755182
88 90 55 56 27.884984768275 0.09565542725732781
88 90 56 57 26.2915504962066 0.09054224210558441
88 90 57 58 26.05968203971115 0.08837172415384592
88 90 58 59 26.53370014049971 0.08994921108152244
88 90 59 60 26.5017738846701 0.08808443024092739
90 92 25 26 33.58378484363154 0.1238348723045323
90 92 26 27 32.87840524119307 0.1176326845467125
90 92 27 28 33.77636937983694 0.1169071757414216
90 92 28 29 31.52099685787864 0.1274938967392001
90 92 29 30 30.90760044320123 0.1079311359637166
90 92 30 31 31.73075962989693 0.1146616878401167
90 92 31 32 30.38947335171151 0.117572029011876
90 92 32 33 29.52379681862862 0.1033720692482783
90 92 33 34 28.98360910103598 0.1078572338618803
90 92 34 35 30.33477457008579 0.1081338786378654
90 92 35 36 28.87421451447592 0.1150159185675139
90 92 36 37 27.42361595093594 0.09919307872972899
90 92 37 38 28.31273249966277 0.09539610970147047
90 92 38 39 28.48800449854297 0.09638794616342421
90 92 39 40 26.61731195930808 0.09348829279253378
90 92 40 41 26.79228904465346 0.09343247890337579
90 92 41 42 27.26963286002588 0.09060315131475222
90 92 42 43 27.00425912433029 0.09651708837285838
90 92 43 44 26.51645007630385 0.08754608774689104
90 92 44 45 25.87358510291075 0.08929989403932054
90 92 45 46 26.51252469221522 0.08995867530188573
90 92 46 47 25.54162646895875 0.08461009074513141
90 92 47 48 25.75811410906529 0.08758192672622268
90 92 48 49 25.127776443112 0.09251917733135798
90 92 49 50 24.6385871593105 0.08431301666660906
90 92 50 51 24.96922083299061 0.08875994810942427
90 92 51 52 25.09090171373324 0.08444930910732973
90 92 52 53 23.91127242210935 0.08539714488593536
90 92 53 54 23.88043052376153 0.08080740238288718
90 92 54 55 23.93791266319217 0.08427394942814943
90 92 55 56 24.54750644248622 0.0887636055830639
90 92 56 57 24.09125295571697 0.08319037753084778
90 92 57 58 23.36590685459577 0.08101807046882623
90 92 58 59 23.39608732500496 0.08371009813690869
90 92 59 60 23.75863450553571 0.07991165902882151
88 92 25 60 2026.589733412834 0.8526830505231587
