#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
52 54 25 26 388.9373619679479 0.7009284947047304
52 54 26 27 372.2116828691281 0.6106189429324289
52 54 27 28 338.3431395391552 0.6908516969327417
52 54 28 29 329.5624646815551 0.6791437916460281
52 54 29 30 298.9000177630803 0.6125163549972736
52 54 30 31 302.3259282376952 0.5241822880238567
52 54 31 32 276.9341336646398 0.5292918666149198
52 54 32 33 269.996260618463 0.5334625084651123
52 54 33 34 258.1069061875815 0.530295749594296
52 54 34 35 263.1868179178847 0.5171972865539033
52 54 35 36 241.0524153091235 0.4666977055230857
52 54 36 37 231.8955811629168 0.4854849411821951
52 54 37 38 246.3119542694283 0.4784711577306803
52 54 38 39 218.1650595162522 0.4322636149332695
52 54 39 40 224.9325109044412 0.4062177572639779
52 54 40 41 219.2407280895054 0.4595541434300173
52 54 41 42 205.8370572616734 0.435629142709639
52 54 42 43 221.7650480528187 0.4233666601723897
52 54 43 44 193.3273660616968 0.4028276237485956
52 54 44 45 191.8827650759195 0.3602934842473114
52 54 45 46 207.744310946296 0.3881777798829363
52 54 46 47 179.4181035362691 0.3640711374653335
52 54 47 48 186.2172003927164 0.3803998690098147
52 54 48 49 187.4121578334261 0.3623674460617949
52 54 49 50 174.2016454940722 0.3713024307184945
52 54 50 51 185.904600939372 0.3606459172197914
52 54 51 52 169.7480277661105 0.3702339817951361
52 54 52 53 161.1938145396095 0.3504777330468649
52 54 53 54 179.8514744272301 0.3532924075493094
52 54 54 55 159.0254162325622 0.3259155193107293
52 54 55 56 162.5557283884556 0.3414167192889725
52 54 56 57 161.3748294672644 0.359784756081954
52 54 57 58 151.21505763752 0.3313500947154985
52 54 58 59 158.5880469171816 0.3444022185018754
52 54 59 60 152.3969192645801 0.3198429163180209
54 56 25 26 334.7422813420299 0.6591600114787326
54 56 26 27 323.5752342590526 0.6220884505348399
54 56 27 28 305.4800858165349 0.5690702556076406
54 56 28 29 305.233972223422 0.6228546007804621
54 56 29 30 273.1789516410645 0.5786522606000141
54 56 30 31 277.6875253438425 0.5602110577987846
54 56 31 32 254.3713935781217 0.5013149126060686
54 56 32 33 253.8390666909417 0.5145178862473672
54 56 33 34 236.0228493132662 0.4596328840074085
54 56 34 35 238.5223434606702 0.4809175108754564
54 56 35 36 220.5289673650888 0.4436612558727111
54 56 36 37 206.5045267048187 0.4631977168139073
54 56 37 38 223.0420417666023 0.4143813112326123
54 56 38 39 198.9478290764707 0.4345956005302987
54 56 39 40 204.7043828911569 0.4132762527869403
54 56 40 41 201.9142757844154 0.438522728158625
54 56 41 42 187.7637456101414 0.3578010348276643
54 56 42 43 196.7908121760115 0.3993807288359997
54 56 43 44 185.3569744174224 0.3542319394404607
54 56 44 45 171.5689517861202 0.3583530773068585
54 56 45 46 187.0591469370576 0.3353880867601848
54 56 46 47 169.5185108968606 0.3536069121520035
54 56 47 48 163.5793441869054 0.3501184190373394
54 56 48 49 169.8086516012076 0.3573093487531168
54 56 49 50 166.0132734341077 0.3600182532865767
54 56 50 51 154.9889853745665 0.3291151118893009
54 56 51 52 170.1201790949586 0.3371606372517997
54 56 52 53 145.9586455431299 0.3166140057875987
54 56 53 54 147.5082982798766 0.317413834157288
54 56 54 55 161.1645221691052 0.3087015027440164
54 56 55 56 139.9455537069648 0.3065310670743503
54 56 56 57 147.0469815173537 0.297262783215639
54 56 57 58 144.1365246126914 0.3230893020819833
54 56 58 59 134.0583071141508 0.2973983758438454
54 56 59 60 142.106366495763 0.3184835808248272
52 56 25 60 15012.55203514547 3.714400653654609
