#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
60 62 25 26 218.8890967047534 39.57169407207417
60 62 26 27 220.3397480135364 32.76806007872128
60 62 27 28 166.3888640620613 22.90506798678415
60 62 28 29 169.3545715213062 27.78947171087522
60 62 29 30 180.567938756662 25.60066031642171
60 62 30 31 168.4751840495554 30.71156860959676
60 62 31 32 167.8627509878839 18.58147777380751
60 62 32 33 128.3409866403069 36.95563752397303
60 62 33 34 168.4213556772573 25.65913105925595
60 62 34 35 145.8160342107561 15.64275504016891
60 62 35 36 160.4125443754048 25.0729983222395
60 62 36 37 148.2862892683952 28.97725795866442
60 62 37 38 86.29969549552489 16.52474791698797
60 62 38 39 195.8808690645694 25.95259517877438
60 62 39 40 129.6981235208168 22.38722123173458
60 62 40 41 113.4537985711877 19.64897368713006
60 62 41 42 105.6343684724854 15.02442894847654
60 62 42 43 38.34069509446066 20.9103169332969
60 62 43 44 143.9615658652111 23.20597598295494
60 62 44 45 72.93254001609657 20.05787157324416
60 62 45 46 110.5668922127992 12.24293362840713
60 62 46 47 106.3560385083749 20.86466409740392
60 62 47 48 77.98007863015727 9.244862939282259
60 62 48 49 84.82158664695041 10.41563830991488
60 62 49 50 37.07027301448932 12.34839788583544
60 62 50 51 74.75390946526579 10.65152673746982
60 62 51 52 80.89922978608611 13.79668160781681
60 62 52 53 86.63297581647193 20.80722599673722
60 62 53 54 54.48050101631806 19.6216630855615
60 62 54 55 59.03352701955595 29.10267906625899
60 62 55 56 95.89510170618834 22.25492937871293
60 62 56 57 24.07701530959859 15.7852144398515
60 62 57 58 75.69627035379145 10.36740960638021
60 62 58 59 68.29185442054943 16.79662157637545
60 62 59 60 61.28077745098258 14.99973866911342
62 64 25 26 175.8398007046596 16.45252917138961
62 64 26 27 116.935436954498 45.69502169221724
62 64 27 28 148.3058367916861 22.30580542270017
62 64 28 29 185.8022515040142 23.98749542577815
62 64 29 30 155.6789058752296 35.86355588413046
62 64 30 31 169.1370631516095 19.91636333171162
62 64 31 32 152.3505765713563 26.50628247513088
62 64 32 33 139.7921097041072 20.39541753809489
62 64 33 34 181.1290376339137 17.7773099577215
62 64 34 35 145.3056023150252 16.88098887178127
62 64 35 36 150.9058385208263 18.51747667111676
62 64 36 37 136.7895468089366 14.4262920637378
62 64 37 38 153.6753356615165 15.9566489660074
62 64 38 39 76.93020399107188 19.62655645721185
62 64 39 40 101.9460904561046 27.10483169732646
62 64 40 41 136.0924531489138 15.66047577517961
62 64 41 42 114.2202694257362 17.9584015978573
62 64 42 43 108.9944379824657 16.87577876678297
62 64 43 44 74.11691124725498 14.56364452372476
62 64 44 45 108.6277127096007 19.59411008928771
62 64 45 46 94.93598427150386 13.99339486221361
62 64 46 47 88.55567654296361 13.87111772720432
62 64 47 48 73.8905711591224 12.12779995666819
62 64 48 49 86.53832706631124 9.688737989124798
62 64 49 50 66.98820016510939 15.12539192445089
62 64 50 51 67.20469931695928 16.84169059816524
62 64 51 52 86.31936411692124 12.13487570393939
62 64 52 53 54.61021810476852 14.86901756632705
62 64 53 54 93.28531229777252 10.96955982907269
62 64 54 55 22.1057798373668 11.32436771594078
62 64 55 56 77.52684909180164 14.80088811980077
62 64 56 57 33.11897787359089 14.35719292469051
62 64 57 58 79.28735584196555 8.773602073390485
62 64 58 59 46.38721779155701 8.735685068975775
62 64 59 60 26.29699682121681 10.75550002299556
60 64 25 60 7756.820003183266 173.1344260507936
