#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
48 50 25 26 529.4059966366083 52.03493328619253
48 50 26 27 456.1955115946283 38.78632063352334
48 50 27 28 417.138125586041 71.22732549499517
48 50 28 29 385.7101339555082 66.17986091834538
48 50 29 30 359.1657958892868 38.03233746299959
48 50 30 31 375.3999555654983 30.30584260754785
48 50 31 32 352.0110337096208 38.2938273092529
48 50 32 33 360.3739819420824 29.82665520562463
48 50 33 34 333.4086878880395 37.59199481675102
48 50 34 35 304.8277118320735 41.28912052035089
48 50 35 36 278.5209508683486 32.2712805825067
48 50 36 37 285.0495908490898 34.49285410590964
48 50 37 38 211.2506200662863 26.77333912369165
48 50 38 39 277.330414820268 30.94380375100479
48 50 39 40 229.5742399648655 23.7190041379187
48 50 40 41 266.7106360892028 20.92157935220824
48 50 41 42 219.0218364761297 28.88188582453893
48 50 42 43 190.5923599683669 47.49031735674328
48 50 43 44 232.7472752942352 28.49782273986209
48 50 44 45 207.5701385020018 32.23825531255428
48 50 45 46 216.688586160901 19.62971826364235
48 50 46 47 201.3543105608048 18.863613124683
48 50 47 48 203.0275223155657 28.93137225729324
48 50 48 49 113.0943240080174 29.41584032954606
48 50 49 50 229.3142504718661 17.64618006767993
48 50 50 51 193.5989071774044 25.84191243643535
48 50 51 52 220.2205485944726 17.36350034286146
48 50 52 53 173.110114319114 26.62321303578948
48 50 53 54 225.2461275162029 24.22304041285262
48 50 54 55 132.8268437523726 50.25922755896362
48 50 55 56 187.5579464550941 14.59368109419838
48 50 56 57 177.2921587956295 21.90858004317305
48 50 57 58 181.506592118242 21.2813538600984
48 50 58 59 176.4996739713813 30.51081431547493
48 50 59 60 146.6033328816624 18.27805662660387
50 52 25 26 476.5559538794276 54.57880465188791
50 52 26 27 404.3118127276359 44.5913932883081
50 52 27 28 397.7308772166921 37.35262108490399
50 52 28 29 346.9781712578981 30.79421505542873
50 52 29 30 339.6119612658898 41.60030772625367
50 52 30 31 204.3458617067262 28.80967869311078
50 52 31 32 255.1822999698662 21.82474106423991
50 52 32 33 261.9263135616144 31.23628739369465
50 52 33 34 276.2192903650177 25.46088132788519
50 52 34 35 301.9278518783685 25.40104385899071
50 52 35 36 199.4626054108849 20.33903026968946
50 52 36 37 205.2167035380522 23.49050518738681
50 52 37 38 110.1297703521305 16.35198763176669
50 52 38 39 197.523960787213 18.26246249946809
50 52 39 40 208.4730471205046 26.15350217867422
50 52 40 41 222.6544461696217 36.0756758986551
50 52 41 42 231.8415640698763 24.9931421986747
50 52 42 43 195.058296091805 23.39875659472673
50 52 43 44 217.2255205588902 26.0082166777968
50 52 44 45 186.9317407219151 18.19125048832844
50 52 45 46 104.6816062546729 23.18319160801099
50 52 46 47 198.8391651790308 31.88563280449173
50 52 47 48 141.7036586544838 19.52560373474079
50 52 48 49 142.8777673793894 17.38923787195374
50 52 49 50 166.9164631753007 36.27428294193539
50 52 50 51 146.2642880690003 19.48459778797141
50 52 51 52 185.2825653441675 18.30352703407846
50 52 52 53 133.2613435960142 18.19871882207566
50 52 53 54 126.8746005218716 23.20836739076629
50 52 54 55 132.0989264921104 22.52217192651152
50 52 55 56 136.6430486304836 15.91510115946405
50 52 56 57 119.0753110358683 16.04507316299638
50 52 57 58 143.3475323696044 15.94138417849157
50 52 58 59 145.6785892742458 13.45238903888974
50 52 59 60 105.8249620695084 17.8462752552106
48 52 25 60 16418.62411329268 258.0022606593784
