#qTlo qThi pT(l)lo pT(l)hi PDF0  uncertainty
68 70 25 26 151.1728859255286 16.49616527169132
68 70 26 27 159.3325644806173 20.4546974184756
68 70 27 28 136.0595374842724 15.78448419340199
68 70 28 29 109.7003113862364 17.39989444723943
68 70 29 30 109.5547220121312 13.85107864796845
68 70 30 31 118.4490343482555 9.869710726490913
68 70 31 32 129.9085603134308 16.09899633105439
68 70 32 33 106.4140728921147 11.18121701993878
68 70 33 34 98.90269848132446 7.659923263728608
68 70 34 35 95.4933694857895 15.8067660020962
68 70 35 36 102.392997148658 11.72110725274229
68 70 36 37 94.15454620434078 12.68364361030822
68 70 37 38 100.7359002950976 8.50959870035936
68 70 38 39 76.83233997105054 17.66857686597978
68 70 39 40 91.35750471734499 13.13024455497028
68 70 40 41 53.25451595798521 12.08407134429568
68 70 41 42 93.22873659716234 13.92284202147531
68 70 42 43 76.58006535029156 11.41789519757337
68 70 43 44 76.23415375684743 16.80865445329869
68 70 44 45 88.0393046223021 18.6671824495423
68 70 45 46 70.04646563123138 12.18929284326945
68 70 46 47 94.70216813045532 12.51540828588255
68 70 47 48 70.49744006108661 11.01152819473435
68 70 48 49 56.01078309841128 10.49178336353311
68 70 49 50 67.44360324812942 8.72486109812896
68 70 50 51 67.18114202949856 19.63348544147713
68 70 51 52 67.31604123849306 9.34072963961918
68 70 52 53 72.09927556640226 5.840954473642765
68 70 53 54 13.64493445731786 6.722843046504995
68 70 54 55 26.2798855411164 8.045679704251521
68 70 55 56 62.81855753162031 2.071411704065105
68 70 56 57 22.60896615802929 9.030504896829122
68 70 57 58 17.22427090182858 7.528130949967349
68 70 58 59 19.42150735526268 7.779340283672162
68 70 59 60 51.97300709486713 7.247437619074241
70 72 25 26 134.6652387488095 15.10013730837452
70 72 26 27 112.0067716670686 18.69810463692085
70 72 27 28 123.7248400650039 17.03511638230617
70 72 28 29 121.7965713738037 6.686996669413816
70 72 29 30 133.826694855539 14.48445864627937
70 72 30 31 106.7377399063655 12.08008909498743
70 72 31 32 107.1020157757379 10.03337848693083
70 72 32 33 31.95046518258437 11.48673976648736
70 72 33 34 107.3105333386639 9.714653561245363
70 72 34 35 103.6666422624356 12.30761840873948
70 72 35 36 47.2969810690826 15.70667809157282
70 72 36 37 98.78154987244613 13.2313021878953
70 72 37 38 100.0528912459729 14.35922068339698
70 72 38 39 68.46615881200603 13.62638780250194
70 72 39 40 90.29050748342738 9.914580777046101
70 72 40 41 22.19219198345482 10.80260196772805
70 72 41 42 79.30213474186111 10.53535930325175
70 72 42 43 105.2341193208953 7.784604185949111
70 72 43 44 66.62299493191156 13.68838789052294
70 72 44 45 80.60397560238749 10.82458040227315
70 72 45 46 36.4652042496444 16.73810387994661
70 72 46 47 56.91078668428202 15.43463686484062
70 72 47 48 61.25690827804412 5.888222386399039
70 72 48 49 75.12006913785029 8.394713261714019
70 72 49 50 58.45857678847877 9.179410543732262
70 72 50 51 65.47372587954536 6.949171441682387
70 72 51 52 46.90603595280012 7.396832420675516
70 72 52 53 39.28888007674453 5.241866057867766
70 72 53 54 50.30370701501838 7.941876955999044
70 72 54 55 63.01947375028638 7.879693424846745
70 72 55 56 41.58148359084399 4.725972704215955
70 72 56 57 44.54868439557809 6.82486266022679
70 72 57 58 61.60475230391649 7.119876733330804
70 72 58 59 30.05034564964378 9.248174539197505
70 72 59 60 10.54306006828444 6.68424911501389
68 72 25 60 5430.22858153495 100.6511511220986
