#qTlo qThi PDF0  uncertainty
0 1 7979.667610494624 39.704831036814
1 2 21530.40344888752 81.31091509555738
2 3 30283.11975239762 40.91342676598637
3 4 34422.55973111023 26.22779813012163
4 5 35392.23674954094 18.7295341443537
5 6 34551.92436459166 14.3989317074547
6 7 32813.72806111682 11.21330926879516
7 8 30707.2184950266 9.260301178349421
8 9 28521.16449318759 7.814373609875365
9 10 26399.26970610251 6.703464591504762
10 11 24405.35339729005 5.887195648676992
11 12 22560.22305948463 5.125406242699407
12 13 20863.91400546538 4.867248759847959
13 14 19324.52611203082 4.067466183350882
14 15 17918.3281037902 3.69219767731086
15 16 16638.61845235035 3.33648715935595
16 17 15470.81686039086 2.983967436910997
17 18 14407.90377243781 2.718760307129852
18 19 13436.06821577597 2.514842688997162
19 20 12546.15613593558 2.480076124291443
20 21 11727.9572771431 2.354836179718319
21 22 10976.63332564753 2.101162524375126
22 23 10285.54165230175 1.967034574930737
23 24 9650.468777833532 1.743370223109815
24 25 9063.102060662295 1.621904841592341
25 26 8519.813331730282 1.505115548200974
26 27 8017.576120861731 1.404085491056462
27 28 7552.245992586197 1.327695745350785
28 29 7120.779874354585 1.247487405924346
29 30 6719.811594401063 1.184870169224243
0 30 549807.1305349299 107.7428379209411
