#qTlo qThi PDF0  uncertainty
0 1 7733.437538916944 31.44357319324141
1 2 20809.34200739319 64.01093043655686
2 3 29180.91725934565 32.4408939170476
3 4 33134.27783841226 20.89100770145568
4 5 34081.36503864785 15.02020872683483
5 6 33310.40102742486 11.51056219251426
6 7 31681.16861780808 9.038164750695804
7 8 29695.50347345422 7.50553033018224
8 9 27620.67636760062 6.358639615322309
9 10 25597.73419898327 5.47140943326895
10 11 23692.21268392569 4.811933964292089
11 12 21922.56351367283 4.211599957221058
12 13 20293.54964298989 4.065788487436086
13 14 18810.18811394369 3.350394456966941
14 15 17453.37888317493 3.057822804107067
15 16 16216.38060444809 2.766159838167286
16 17 15086.7165969827 2.481257378754724
17 18 14056.24218567971 2.252540764450274
18 19 13113.23946467508 2.097857828098683
19 20 12249.27593851437 2.134503219008247
20 21 11454.02656448351 2.031979314518305
21 22 10723.18328132429 1.804014293259232
22 23 10050.15706179043 1.679636757479664
23 24 9431.038259787576 1.476428110910743
24 25 8858.153353599864 1.368618220851752
25 26 8328.068491499389 1.26956387875729
26 27 7837.713773020219 1.183954541372369
27 28 7383.040689831467 1.123710665258094
28 29 6961.119936440922 1.05553680425433
29 30 6569.026790473295 1.002924976381037
0 30 533334.099198245 85.25212342116262
