#qTlo qThi PDF0  uncertainty
0 1 8039.600015219854 35.95302675882913
1 2 21456.13268682844 73.59833960805227
2 3 29763.77491832152 37.04230954864569
3 4 33448.78862054995 23.75644771231107
4 5 34125.66662784793 16.97335888827481
5 6 33165.62333025328 13.05481174986316
6 7 31430.4491013344 10.17133097172135
7 8 29396.68608624528 8.404774026439322
8 9 27316.60648209452 7.095299778322632
9 10 25311.74656510467 6.091803337627636
10 11 23434.38854404291 5.352841391800817
11 12 21699.51363110671 4.661908292441109
12 13 20104.95476545363 4.428562915785667
13 14 18656.83435302811 3.702486587444181
14 15 17332.5896673998 3.361964769176834
15 16 16125.72768301085 3.039616905662632
16 17 15022.64165807133 2.720193908130453
17 18 14016.89771401633 2.476800020191513
18 19 13095.73237005889 2.293140443639136
19 20 12250.6925299689 2.278951189801538
20 21 11472.3557065947 2.16212949524295
21 22 10756.26098930739 1.926715756220255
22 23 10096.36952570036 1.800497866533437
23 24 9488.768469050363 1.594395979308975
24 25 8925.866753975035 1.481071498504677
25 26 8404.369787762287 1.372794737936179
26 27 7921.416327338767 1.280073050616861
27 28 7473.224861918516 1.211206471436272
28 29 7057.002744724496 1.1370377440966
29 30 6669.627579242098 1.07939144651702
0 30 533460.3100955713 97.56001985703675
