#qTlo qThi PDF0  uncertainty
0 1 7967.258685667359 35.12906950532269
1 2 21642.25210614823 71.53858089246614
2 3 30663.41379471149 36.24628513581246
3 4 35048.95079415865 23.33018066434473
4 5 36142.2794750059 16.76310931041203
5 6 35304.98468009982 12.83721435578743
6 7 33494.36824896437 10.0725586086621
7 8 31284.62368771603 8.355151169861767
8 9 28982.65243693941 7.073914470230036
9 10 26748.75207846584 6.078352683517718
10 11 24656.5056760443 5.340845431615582
11 12 22724.86272278108 4.671750614571224
12 13 20956.80850456571 4.508868413262562
13 14 19355.98571634477 3.711831911632153
14 15 17899.08886896908 3.386172053124242
15 16 16577.28786575539 3.060903562834818
16 17 15375.38437559503 2.743083047360397
17 18 14283.7770491873 2.492779701054343
18 19 13288.64055911798 2.318669455057168
19 20 12380.22039859132 2.314492906585372
20 21 11546.81841151381 2.211327346397989
21 22 10783.49200924674 1.969260745606104
22 23 10082.73384956326 1.840552658181424
23 24 9440.094852777933 1.620523586661383
24 25 8846.971155340783 1.506603626977575
25 26 8299.630157542786 1.400985446205486
26 27 7794.557673411047 1.309767872186723
27 28 7327.3582759631 1.24210475946449
28 29 6894.815640469749 1.168294324495139
29 30 6493.715249610465 1.110990690282686
0 30 552288.2850002686 95.22916719489345
