#qTlo qThi PDF0  uncertainty
0 2 86162.25423897989 7331.93351159485
2 4 190024.2092919275 4852.570190099786
4 6 204686.3361260243 2711.846425606764
6 8 182329.9571877561 2700.645256847047
8 10 155189.1748979622 2053.263157911334
10 12 128567.3664696223 1944.313202783156
12 14 109222.5499452948 1745.641794947034
14 16 94579.27906025536 1233.336790634664
16 18 82449.29645295782 1616.058871791037
18 20 67701.96944828637 1832.346053456729
20 22 59164.73068251606 1078.038563726345
22 24 50190.77204747565 761.4178269226356
24 26 42594.40336091349 1116.108404812533
26 28 38254.31411945331 652.2145406962291
28 30 35036.8486763217 690.379005398444
30 32 30681.41895116935 657.732479792202
32 34 26994.18327814648 542.6228930631191
34 36 23640.88076362499 543.6174020861081
36 38 21083.28712723837 872.0178255772562
38 40 18638.7904752077 521.6807485570067
40 42 15922.03703278935 493.0720779593044
42 44 14387.20347024963 439.7012206309382
44 46 13037.3866678997 374.686756282611
46 48 11171.61457048843 491.7866959201937
48 50 9549.435528995098 448.7400582157605
50 52 9181.744864593156 308.3755446011003
52 54 8712.992487167228 272.8477449706905
54 56 7957.171795923714 284.8517636922027
56 58 6928.982784438368 198.7404889311221
58 60 6530.178778519416 252.0624017613841
60 62 5953.975279209192 208.1010749329789
62 64 6267.699954937098 298.2509773213455
64 66 5421.636971516637 234.9937298461656
66 68 4929.049925941747 220.1240817460676
68 70 4307.80548671124 142.2624833103868
70 72 4476.014957935893 184.7087198422819
72 74 3356.234203314352 170.6671395410194
74 76 3449.084375016763 131.2528229682741
76 78 3167.725078833003 149.9506020482424
78 80 2991.00153768461 93.20443389294533
80 82 2724.182191681081 96.81272997143212
82 84 2635.290690591702 114.0584961889341
84 86 2175.27383236685 120.50673562137
86 88 2079.244169810403 98.6863224034653
88 90 2108.771562588618 116.118684669063
90 92 1879.996089198816 83.07436964284658
92 94 1722.44764325271 140.1656706428347
94 96 1772.209775878062 76.38211997095269
96 98 1684.669985443334 67.06731048718839
98 100 1468.395305620038 78.43857857683713
0 100 1815141.47959973 10875.45760471748
