#qTlo qThi PDF0  uncertainty
0 2 101538.1710328124 7697.611322637676
2 4 190644.9080066518 3474.646697863611
4 6 205870.9635375238 3069.654579853271
6 8 182873.0861707986 1994.235074151298
8 10 154643.0728420663 1683.181106484788
10 12 128474.9401950874 1302.17854918767
12 14 111808.9625683105 1456.641379381191
14 16 93187.25046902179 1074.972313473854
16 18 80500.87611408108 810.2747994645574
18 20 67069.85504242784 704.81734193693
20 22 58455.82358504072 640.4393507502493
22 24 50613.71242216586 662.1758553403372
24 26 42842.03295429278 687.6185337955083
26 28 39487.93865104695 773.5769930142251
28 30 33983.7104990444 746.1025832149544
30 32 30136.90571443481 1007.37621938427
32 34 26303.62544183029 607.2105378415962
34 36 22799.14789391809 595.1563389973801
36 38 20828.56850375041 548.5785712195292
38 40 18179.54582855673 413.7755918355165
40 42 16061.37340689689 338.4513352349483
42 44 14379.94684492696 363.468985257222
44 46 12562.00095199595 321.7711476312874
46 48 11163.60480000773 323.8180084213139
48 50 10441.76517426633 298.1517628704057
50 52 9306.962006550528 310.366137655955
52 54 8421.799977725106 220.6641144118266
54 56 7931.133026579435 210.9236006494054
56 58 6887.191752514078 197.5107739935918
58 60 6696.518866231859 190.6887234156763
60 62 6217.800195271816 138.8987912425015
62 64 5695.053456163062 335.2069313674535
64 66 5320.345776452669 148.8579131969415
66 68 4744.796153771297 160.8629888901685
68 70 4489.118888169921 151.6473428309317
70 72 4060.605867397178 96.83431834095518
72 74 3708.546110722202 123.7633355338806
74 76 3489.1797155902 101.9167875295347
76 78 2966.304384166379 103.0064217790295
78 80 2867.789924372021 88.00728639786631
80 82 2803.167033798378 96.07280173116357
82 84 2459.618735309948 109.2143522547575
84 86 2234.027010880353 113.2015196731207
86 88 1997.451609094579 79.04883083351017
88 90 1994.769598319699 80.29489401972403
90 92 1680.949151479537 80.76107662043485
92 94 1579.026407098602 79.03307290514954
94 96 1605.74293856802 65.58791007089252
96 98 1490.807513565281 64.80496325581717
98 100 1396.8069636506 67.5318205500032
0 100 1826897.3017144 9975.443206037629
