#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 87119.8018982996 96.17990874847328
-2.3 -2.2 92482.29345491386 101.7098662065945
-2.2 -2.1 96003.79453774643 107.4350433139332
-2.1 -2 99474.50555478972 118.490585319614
-2 -1.9 103893.5716086793 119.3987590328705
-1.9 -1.8 109328.8960658064 128.2284297907071
-1.8 -1.7 113403.5854491581 135.4253494351554
-1.7 -1.6 116779.6093171198 141.6173585678798
-1.6 -1.5 121292.5988424303 147.2965659505829
-1.5 -1.4 36291.52094607968 161.5626670792832
-1.4 -1.3 37522.43328802139 170.5515939233924
-1.3 -1.2 38174.09620520449 168.8326459505713
-1.2 -1.1 38952.10200485757 199.1614124863085
-1.1 -1 40450.41277682716 206.9982721138099
-1 -0.9 41197.96650837775 216.5885046060942
-0.9 -0.8 42604.69138132545 205.1819300172382
-0.8 -0.7 43222.62672224858 201.9789418461588
-0.7 -0.6 44124.47935211452 210.9262580334084
-0.6 -0.5 44690.85130387907 216.6980156079808
-0.5 -0.4 45552.42093383717 252.4376494621049
-0.4 -0.3 45795.28999488287 227.5710026737796
-0.3 -0.2 45510.29949422635 262.1149055563323
-0.2 -0.1 46444.27190215909 278.1008273829169
-0.1 0 45749.91296403109 229.2812211031718
0 0.1 45788.4464778174 230.073901678469
0.1 0.2 46207.27871744664 260.2072662360125
0.2 0.3 45477.24082950874 230.1802013891509
0.3 0.4 46098.95970818886 229.1466327217628
0.4 0.5 45277.71900966128 225.575056887741
0.5 0.6 44780.19526419675 217.6078608692055
0.6 0.7 44037.25379686624 211.9895070892577
0.7 0.8 43102.93846908423 203.2357584146372
0.8 0.9 42727.81719864017 205.9979098839841
0.9 1 41138.38987344289 212.9912568419787
1 1.1 40355.82136422999 205.3496637204374
1.1 1.2 38988.65556215083 199.8159702694967
1.2 1.3 38076.14644633716 166.8377880247733
1.3 1.4 37507.24670387142 172.7396136044156
1.4 1.5 36382.97541781576 160.8090476486286
1.5 1.6 121417.2771082551 145.4677221897983
1.6 1.7 116950.2112790697 140.2306802992914
1.7 1.8 113513.4183693249 134.0259151337764
1.8 1.9 109421.3839743095 127.9925719394806
1.9 2 104069.5954624891 118.1927246012904
2 2.1 99520.99084797625 114.1377370768003
2.1 2.2 96003.96560492256 106.5413908164577
2.2 2.3 92512.22494839388 99.96571619333116
2.3 2.4 87274.32166521717 101.361052805277
-2.4 2.4 3152692.506606231 1278.822356324325
