#qTlo qThi PDF0  uncertainty
0 2 82530.73051323765 347.1085314212127
2 4 179454.8320972185 521.6728516183373
4 6 193529.3577647052 292.1346023984788
6 8 174716.0936621449 195.197214873416
8 10 149734.9255320743 146.2109663225204
10 12 127079.8917198729 135.165689720951
12 14 107695.5662305466 126.8979372654586
14 16 91745.61381807353 68.15605131903537
16 18 78635.09890570884 52.31020863963157
18 20 67621.16670011818 44.11218679863349
20 22 58657.12382488475 21.145967446315
22 24 51072.77923645941 25.29175778566712
24 26 44642.76769002558 19.7122993904354
26 28 39166.79341426668 15.45237879864011
28 30 34466.00636354319 12.60509192859368
30 32 30404.04673629284 10.69809595626042
32 34 26869.72915028008 8.509185996702115
34 36 23774.70856601967 6.68553569958239
36 38 21031.9939323236 5.68754315551808
38 40 18536.56693400851 10.38446237940205
40 42 16217.41777806173 7.164693090469394
42 44 14300.48948540141 10.6953977237296
44 46 12748.97821717157 5.557359671016114
46 48 11468.56571924601 5.981293708015243
48 50 10402.5564796344 6.789534579539813
50 52 9514.31721237847 5.916288288490168
52 54 8756.014436341966 4.027845681271814
54 56 8063.040306809264 6.260242450243507
56 58 7471.93165523708 7.031566624823738
58 60 6922.422717192439 5.125442638962364
60 62 6439.551584649277 4.238823770788755
62 64 5980.065425950872 6.087786243395669
64 66 5496.263821828312 5.12991156206609
66 68 5023.968257713521 3.086040408506632
68 70 4559.630561820101 3.263964993493372
70 72 4115.034955595472 2.697538974219211
72 74 3685.837715722082 1.783306609610148
74 76 3283.749460737507 1.043112614955091
76 78 2917.866934439315 1.576528571864017
78 80 2591.046257388575 1.737029584645986
80 82 2303.911486732668 0.7459840019485822
82 84 2044.724748604149 0.6136820483247197
84 86 1820.656671043202 0.5604432229186346
86 88 1629.274182311668 0.5077310065745931
88 90 1467.259584915749 0.461346150619617
90 92 1328.886760529464 0.4348400667733713
92 94 1210.970854853804 0.3957070086049718
94 96 1111.148934050804 0.3630265207457691
96 98 1025.497971859242 0.3463077488371702
98 100 951.3065119616044 0.3219573949370356
0 100 1766218.179481987 764.1726663615245
