#qTlo qThi PDF0  uncertainty
0 2 77600.27533664135 6719.737858509349
2 4 180597.5809933401 5225.155699543339
4 6 203463.5282723932 3376.659365680241
6 8 184371.548203447 5304.859772535061
8 10 155720.2420462315 1911.654892716985
10 12 131657.108448893 1749.599708340776
12 14 111391.1985628349 1626.468109319872
14 16 91515.03859680721 1126.281905658097
16 18 78706.781961599 1482.402193540063
18 20 69335.54892116273 1045.911094826705
20 22 57320.07813572585 1063.610411633995
22 24 53600.48030042763 1020.974072030202
24 26 43067.5227125076 2269.669281074728
26 28 39783.69039819991 891.2421674888938
28 30 33997.19556535067 738.7257439477875
30 32 30118.83038177493 514.0612300482809
32 34 26935.18472363033 453.4773885647052
34 36 23798.68106115998 647.2375065331607
36 38 21873.13988015824 643.4766002350008
38 40 18639.02839488564 698.1075870808896
40 42 15995.57572386894 344.1127261000005
42 44 14175.07587442591 325.9146923779374
44 46 12483.24011803687 293.5065277210969
46 48 11043.49404067191 296.8036270070718
48 50 10087.38056568544 385.8345011120463
50 52 9082.340672580043 240.4091720526816
52 54 8123.723492145428 250.3230228212769
54 56 7739.171682704899 348.9313756982078
56 58 7010.070141074295 304.7149461824546
58 60 6503.074187907314 203.1807096460425
60 62 6386.651557300169 180.4500755129705
62 64 5259.784153018571 367.8443033175066
64 66 5055.594103440128 184.4894902253809
66 68 5253.9699296036 269.0426613809558
68 70 4306.232422164986 196.6665496603131
70 72 4149.030661124609 161.8326296510045
72 74 3894.548560301339 276.6856278626547
74 76 3508.196781302367 119.1571406228319
76 78 3152.319497297133 108.3515136858295
78 80 3048.798612763579 111.8620861326579
80 82 2786.875702173638 185.7717221064364
82 84 2410.504026419584 103.1191206820465
84 86 2411.419227434536 185.5985232067919
86 88 2211.705490359614 109.5267993001537
88 90 2104.437274605479 136.2036590588497
90 92 1950.62659343877 123.1025513155099
92 94 1808.399043691851 89.6367390194915
94 96 1830.042664748703 88.35818715298525
96 98 1681.439266896386 66.76375825579511
98 100 1548.278221708363 65.214700378564
0 100 1800494.683186064 11743.2868778558
