#qTlo qThi PDF0  uncertainty
0 2 80580.19767288957 7100.957172857506
2 4 192111.3582986649 3818.413099403782
4 6 197144.6067259845 2792.723997639051
6 8 183537.075310302 2601.740881220559
8 10 153574.8747308264 1861.963891259041
10 12 131641.9844892855 1261.558961569258
12 14 109518.2574122089 1602.506311959349
14 16 90212.70342793789 1214.183295967551
16 18 80729.57181541239 1378.986936690289
18 20 66488.79040203744 1189.977035154928
20 22 58120.1222412667 855.0538207446421
22 24 51819.13772297852 868.4169326950793
24 26 44048.57027392215 776.9394776990005
26 28 40780.04751133718 945.2729392409043
28 30 34411.98281266967 813.9949953371087
30 32 28421.54323754188 783.4899305003925
32 34 25855.43795265329 941.5785475250478
34 36 22958.32126213926 611.3823348506513
36 38 20600.84825630588 547.6705215824518
38 40 18458.65905699545 640.4959571490049
40 42 15877.70253530513 418.5884266870247
42 44 13067.56063036318 636.3032037873439
44 46 12552.11414204118 349.5871201967819
46 48 11016.03898197862 239.2016835624115
48 50 10665.24813579519 417.0297521857545
50 52 9271.950394382349 305.5734533736849
52 54 8197.578029449191 238.9508888526636
54 56 7328.38259388445 223.0756439038835
56 58 6736.733345722412 290.5719562086026
58 60 6330.561432814116 212.0467460166473
60 62 5918.348296629474 159.451442800874
62 64 5796.345902204046 305.4774634819295
64 66 4671.210336098226 269.7883364857605
66 68 4661.809247638067 174.6092910170217
68 70 4288.786354342488 143.3585215414419
70 72 3749.158237802471 156.4405360840785
72 74 3336.474470260283 175.5463927036361
74 76 3252.479177998915 162.5965852875627
76 78 3123.863312909211 156.9643519640921
78 80 2784.447939490141 147.277416834356
80 82 2561.73218897515 114.1179859716526
82 84 2611.701597887185 102.045226311035
84 86 2450.022637830576 83.44455501061763
86 88 2245.80313858166 92.42113306020438
88 90 1918.26810135181 153.7625203889001
90 92 1959.432683079265 109.3541518188742
92 94 1779.015564263897 71.34917424846908
94 96 1702.369955576136 118.4627483313597
96 98 1554.689502059572 102.5611432206855
98 100 1441.640474756748 69.83383354697661
0 100 1793865.559954831 9998.138393149728
