#qTlo qThi PDF0  uncertainty
0 2 87295.52234048606 427.1738815233803
2 4 196283.6769703827 665.0883804394394
4 6 215113.5841598416 350.1135417958266
6 8 193820.9726687975 234.6096071242165
8 10 164407.2962987038 170.665280461353
10 12 137893.8685477679 155.4021721622803
12 14 115288.1107617539 149.7921998738815
14 16 97041.20772289946 76.91159338880236
16 18 82024.74142986121 79.36117541834464
18 20 70117.35164826692 39.35096742374802
20 22 60188.96872155365 32.88910197730326
22 24 51910.03967332811 24.20566080677152
24 26 44989.91158597695 18.56765242040848
26 28 39151.09357710878 14.22534034682934
28 30 34181.93211445813 11.62768447145782
30 32 29921.84494942482 9.791691879352406
32 34 26241.98859916753 7.808504014487959
34 36 23041.37630724992 6.559766671035369
36 38 20223.24242545982 6.280711059957889
38 40 17677.14105160235 9.725072471995615
40 42 15327.21334901436 7.787488653863913
42 44 13392.16084469455 12.26192312005803
44 46 11831.08497955966 5.914622036311282
46 48 10545.56398236919 6.205010110302248
48 50 9478.637338037781 6.955227688575789
50 52 8588.102267288969 9.218538172256579
52 54 7824.40723248258 2.895299010020132
54 56 7140.679185823026 6.109384114796715
56 58 6551.511306678349 6.913835792700993
58 60 6013.313859350601 5.334453509092769
60 62 5537.795273077394 4.369246282989704
62 64 5099.73794199401 5.754612111848023
64 66 4673.613740255965 4.865960663204169
66 68 4272.923798294654 2.698935926613332
68 70 3896.86024779543 2.871976542215083
70 72 3549.077190450254 2.555833046500959
72 74 3225.298937089131 1.986105527653821
74 76 2929.460625761619 1.223088020707373
76 78 2663.234096965803 1.764512553415716
78 80 2426.063324325348 1.384750029776022
80 82 2216.72403398927 0.8867006531278024
82 84 2028.401371254844 0.7363253864054957
84 86 1863.240696211433 0.6682681058729668
86 88 1718.226852485265 0.6138699257700637
88 90 1591.578368273556 0.5620034887442835
90 92 1478.499146798817 0.5306011486404993
92 94 1377.492470169396 0.4865543759902658
94 96 1288.052332379136 0.4484956128660291
96 98 1207.413872398512 0.4264271531397678
98 100 1134.210144780602 0.3984347121984959
0 100 1857684.45036414 946.1781489766461
