#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 38827.07432273655 1850.201571862765
26 27 40641.08227464816 1422.094508603556
27 28 46997.44893773807 1195.582887880549
28 29 52106.18122543488 1295.908056725025
29 30 56533.42505728919 1487.565197141542
30 31 62036.85309134415 1829.311087639492
31 32 74418.52483456442 2920.797554013292
32 33 76041.00400905428 1401.646421142629
33 34 78975.31294655963 2417.95007566484
34 35 86288.36992763245 1816.788729440117
35 36 95229.68784951448 2826.028413185282
36 37 101205.4640381691 2568.894572353536
37 38 109309.5765912037 3151.594845650625
38 39 109139.5279396904 3080.940612118581
39 40 112223.732616503 3301.665946998174
40 41 104281.3027362736 2531.675270310775
41 42 87867.34873345983 1640.392801250903
42 43 73200.08607257809 1712.245144933973
43 44 58137.55982655204 1486.231462304594
44 45 48505.86238102311 1129.744509688688
45 46 40181.98781576554 763.1410677988165
46 47 31923.89097724617 1236.12693295364
47 48 27981.84613454687 726.2321596063558
48 49 23075.54477863263 666.1761358929242
49 50 21020.07627053394 831.2970213437203
50 51 17499.40873844225 695.4531533166808
51 52 15255.35371548324 420.7408316762783
52 53 13162.63939251367 515.5884956730735
53 54 10843.37689505363 495.3919535006428
54 55 10702.32961067797 522.2600921321514
55 56 8768.912311820683 411.0374116889221
56 57 8170.473205962723 386.5479051380341
57 58 6869.446540203332 322.2486572014412
58 59 6509.511599446842 566.5322774440489
59 60 5794.886150965826 225.4398946917419
25 60 1759725.109549264 10009.81939537792
