#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 58695.96411615149 818.9433098773053
-2.3 -2.2 60454.99973700046 673.6723107578854
-2.2 -2.1 62108.59736747008 615.6638498855518
-2.1 -2 62940.88746186802 708.3907590811724
-2 -1.9 65415.81125729979 979.9941045099843
-1.9 -1.8 69534.34884525523 806.4206579774634
-1.8 -1.7 71670.42743931926 1069.389639179932
-1.7 -1.6 73708.51326104999 813.5522316043706
-1.6 -1.5 76568.16961016628 795.9694176177906
-1.5 -1.4 35420.19193196713 1011.701285573086
-1.4 -1.3 37381.27271169458 1249.62554778661
-1.3 -1.2 38639.32535531464 719.793414045083
-1.2 -1.1 40448.63669899135 976.1086677372444
-1.1 -1 39057.94602489864 1004.852788453018
-1 -0.9 41531.32408142049 637.7873010221861
-0.9 -0.8 42687.04010982733 1029.808858632747
-0.8 -0.7 43924.51763478102 922.5497081494397
-0.7 -0.6 43165.62134523064 928.6558793974045
-0.6 -0.5 44802.7398630088 1083.836768405797
-0.5 -0.4 44692.03772890638 787.4727300836324
-0.4 -0.3 46283.47557238731 1132.016293501173
-0.3 -0.2 45936.85696603233 1078.377335546692
-0.2 -0.1 45581.21658035464 1132.190077702868
-0.1 0 46953.31533126028 1041.703153057133
0 0.1 45761.02131316034 1179.257039115476
0.1 0.2 47141.85404851445 892.9174271764956
0.2 0.3 43976.80624500761 1161.189137150775
0.3 0.4 48087.72048777161 1230.622064103731
0.4 0.5 44790.3474143807 809.2324237618036
0.5 0.6 43443.62474160391 1332.418350208068
0.6 0.7 45035.67040376869 1081.795379398947
0.7 0.8 44951.90608548345 1207.665848131265
0.8 0.9 43701.49413634102 724.6583779431587
0.9 1 41272.89314485411 1077.267911615295
1 1.1 42619.293493848 1195.681957241272
1.1 1.2 39953.19398864356 1185.47810645859
1.2 1.3 38598.89487879751 1179.759157282412
1.3 1.4 39881.07829373686 1587.268303767763
1.4 1.5 36334.81554973971 666.550096063261
1.5 1.6 76583.1467091575 845.6359030763954
1.6 1.7 73496.0067619576 869.0803707290245
1.7 1.8 71944.89436205651 1402.995393457918
1.8 1.9 68469.94710148311 1177.709779346351
1.9 2 66350.78890369531 893.261925103835
2 2.1 63420.8379557919 648.3721948358558
2.1 2.2 60249.08634729449 1111.351585849872
2.2 2.3 60040.33509904453 556.7480279698668
2.3 2.4 56987.06318917626 479.8246392282828
-2.4 2.4 2480695.957686965 6907.462379947721
