#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 43572.97259888026 206.9047351469441
26 27 46273.74145537888 226.3520372842779
27 28 49982.52735232987 263.3891697537896
28 29 54722.74895539084 288.4324911636805
29 30 59907.28050006095 289.3173931679278
30 31 66014.05290052181 300.3981549446372
31 32 72204.45415161848 314.0834793165569
32 33 77624.84437431733 332.585006489982
33 34 84071.80577805915 392.2014603246031
34 35 91423.2582549873 474.6829540064203
35 36 98246.98982677684 447.1165952342384
36 37 105076.2581897418 458.2201049750163
37 38 111370.8229207113 480.1514721401958
38 39 115886.7616237233 496.1523744126105
39 40 115737.0575997656 561.0645421791011
40 41 107443.0229901533 606.7099099286545
41 42 90982.98794543793 399.2985013323537
42 43 75154.60743577698 272.5219849410706
43 44 61163.85885525221 207.4628108466179
44 45 49876.70190915997 165.4373062756318
45 46 40860.99340994323 133.2801843700951
46 47 33887.35166946339 114.0260189763093
47 48 28410.25293542551 101.1886316226458
48 49 24147.17513183842 83.21694678167599
49 50 20435.48340635315 66.65235852810029
50 51 17560.93397831822 58.19082241022371
51 52 15048.51966559215 42.64407877081879
52 53 13160.55768241103 37.88451240147581
53 54 11380.36710816608 31.59597769237412
54 55 10078.66642292309 32.44420949068915
55 56 8763.985625810808 25.53248509831706
56 57 7880.5290592662 23.15583324656264
57 58 6849.31711039062 27.58492036305815
58 59 6170.936623167223 19.36534436877622
59 60 5483.058945406407 18.30733552218366
25 60 1826854.88439252 1716.474507701924
