#qTlo qThi PDF0  uncertainty
0 2 81724.99259100296 422.4707889129083
2 4 183040.3904256936 704.0271593537459
4 6 201223.9542858273 362.1017070351469
6 8 182921.5312705461 237.6197274793846
8 10 156822.3084344614 172.3035329148223
10 12 132573.7923041862 131.2387625210683
12 14 112312.0393498817 128.6378096218404
14 16 95243.80159768809 71.18355421715204
16 18 80837.54364793346 64.8909567690114
18 20 69844.48572701865 45.3830308198747
20 22 60278.44642783942 42.68559384397533
22 24 52328.81710106287 26.06081384248246
24 26 45612.25156465339 19.94800015595372
26 28 39911.70149602714 15.50262930690864
28 30 35031.71019673719 12.68740770621978
30 32 30823.15686035233 10.71291779163583
32 34 27171.38525363568 8.52192925596845
34 36 23979.1417119887 6.878980430320142
36 38 21155.70122076319 6.269226426355984
38 40 18591.13605207401 10.34409467665776
40 42 16212.05137734941 7.660304248975051
42 44 14248.72512954596 11.60577944340401
44 46 12662.89013349179 5.884451460070228
46 48 11356.11382199942 6.246349874351258
48 50 10270.44651715278 7.03905287339
50 52 9363.759875625607 6.568041913198861
52 54 8591.603509364431 3.442255349056663
54 56 7891.876977461764 6.309736473856262
56 58 7292.427473616332 7.127131847078081
58 60 6739.928634012246 5.347037536112937
60 62 6253.289709327339 4.39561421081559
62 64 5796.928404530781 6.040203318261948
64 66 5332.259436140586 5.092351821095956
66 68 4884.468312568251 2.943075701139605
68 70 4450.943550650463 3.126856014622307
70 72 4039.822896798969 2.643660219209374
72 74 3646.676229986432 1.888827537740402
74 76 3279.778397195955 1.113996974934116
76 78 2945.760118132669 1.680804846609047
78 80 2646.172137367083 1.395136295127374
80 82 2381.108613092956 0.8266511802820293
82 84 2141.041330714995 0.6906574101873693
84 86 1931.441345738245 0.6295645983199981
86 88 1750.968123066542 0.5804676280809625
88 90 1593.655876568826 0.5409135483713822
90 92 1457.249770016525 0.4876507941988195
92 94 1339.922237615078 0.4510145702481718
94 96 1238.004467585818 0.4145259707599241
96 98 1148.869067439922 0.3945080604072706
98 100 1070.168441882947 0.3672222511971615
0 100 1815386.639435415 969.9515472082305
