#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 52065.83919143173 774.8795387963104
-2.3 -2.2 56750.91387297091 675.2785146985514
-2.2 -2.1 61951.95110192113 668.0890193943286
-2.1 -2 64599.32305353008 788.1540870104072
-2 -1.9 68932.6672865946 1113.531401287115
-1.9 -1.8 76619.06831339723 1502.766941871634
-1.8 -1.7 78494.37016976147 1330.044491093337
-1.7 -1.6 84170.34345390406 2887.357656924042
-1.6 -1.5 86862.04605970133 1701.622347674607
-1.5 -1.4 41107.64963414593 920.4127433594452
-1.4 -1.3 45003.16929715771 1356.891941053683
-1.3 -1.2 44651.9427565579 1074.414151027292
-1.2 -1.1 46630.74015397698 1398.218042827096
-1.1 -1 49923.05006043421 970.4720254454902
-1 -0.9 50710.89917666992 991.273031956008
-0.9 -0.8 50788.30514570072 1129.832845145466
-0.8 -0.7 53486.75828153492 1251.39523791235
-0.7 -0.6 50644.04052636804 1903.996693342465
-0.6 -0.5 54323.871544728 1144.820433937547
-0.5 -0.4 54555.08224444673 1179.924921821491
-0.4 -0.3 58149.57975809352 1429.257691283244
-0.3 -0.2 56054.5926943626 1483.970115088811
-0.2 -0.1 54687.71132723422 1257.754433663008
-0.1 0 55040.86600431436 1123.016368044757
0 0.1 56714.89598375352 1230.440414761989
0.1 0.2 57925.49840984275 1797.238192648447
0.2 0.3 56286.89582203492 2091.378045106341
0.3 0.4 54774.90687673076 1399.122835708724
0.4 0.5 54320.77095448915 1495.923742409754
0.5 0.6 54330.40970679064 1112.275464076153
0.6 0.7 53739.61863900992 1088.538241508542
0.7 0.8 52521.79726187576 1122.111252393056
0.8 0.9 52404.10652718644 1102.047260875494
0.9 1 51789.09743838882 1853.29634221582
1 1.1 50112.48907610695 1047.660486478361
1.1 1.2 46181.91648527583 1271.514779292281
1.2 1.3 45130.51960698553 1123.708252724795
1.3 1.4 45908.93312577953 1050.142665470191
1.4 1.5 40753.88614992506 1125.739258150267
1.5 1.6 84804.76148287441 1056.819736343546
1.6 1.7 81305.20381896163 1318.358286943885
1.7 1.8 78643.14571198481 1008.051451273246
1.8 1.9 74701.34002616568 893.3268390382389
1.9 2 69289.17782397986 1061.633231598145
2 2.1 64055.31762057768 826.5288211036777
2.1 2.2 60148.21856774087 1813.922371870638
2.2 2.3 57640.24757210871 773.0581861943487
2.3 2.4 51660.95230677762 636.7139757720895
-2.4 2.4 2791348.888104285 9020.412917028703
