#qTlo qThi PDF0  uncertainty
0 2 96952.42315529799 6487.156148680001
2 4 214777.1640477269 3745.724067804256
4 6 230348.8845547891 3604.855737709309
6 8 203397.7955587944 2359.697205468062
8 10 173375.7155777501 2603.655112133568
10 12 147125.4352022841 1886.334051122906
12 14 123713.1993497164 1400.239493816791
14 16 104569.7094197499 1411.499714102092
16 18 89123.12250058071 1401.871215859518
18 20 75223.39137546386 1259.080509663152
20 22 66862.38370876624 944.5681547760117
22 24 58728.68994292935 1305.593266411762
24 26 46634.52903192232 1352.532685766972
26 28 45465.35320606895 921.7070878697433
28 30 37359.83073940962 834.8832878599007
30 32 33893.70429414215 949.8822811520083
32 34 30227.44158527725 1000.476914436784
34 36 26537.48691564468 935.5624089062867
36 38 23564.29449482916 508.7062153002374
38 40 19553.45561166108 589.581177129735
40 42 18848.47374001172 501.2024066205933
42 44 15153.68168732384 371.5517771034473
44 46 13666.57836508872 363.7596550592816
46 48 12070.58141436328 290.4563794526811
48 50 11060.57150923414 424.2643338640377
50 52 10424.3649336008 376.032660997166
52 54 9854.878236544666 475.2320454896574
54 56 8567.829082578193 341.5699755204021
56 58 7850.77946244845 275.7037742698573
58 60 7517.642787100313 354.1096623113056
60 62 6870.70642315117 281.8728916462312
62 64 5724.642040024609 310.1261251910539
64 66 5910.419625328277 321.7486371492486
66 68 5478.583714737842 273.5001468895414
68 70 5228.649376422312 266.846793931108
70 72 4793.034254287952 150.5501442357826
72 74 3855.652063728711 283.0344299019471
74 76 3528.284134640656 329.0579245951147
76 78 3561.233580067606 145.3904158621339
78 80 3354.150028673272 150.3512685866449
80 82 3039.095922472976 174.1060186308681
82 84 2762.279208234238 141.058205148676
84 86 2797.782781745037 134.2686129936805
86 88 2641.920496333883 166.9868626525077
88 90 2402.145714834971 122.7143037905112
90 92 2019.309679026559 124.7702154978992
92 94 2183.299457043675 111.6944099753268
94 96 2220.043573571981 114.7311189283016
96 98 1858.635925513831 88.66484629582085
98 100 1804.828800159985 113.9329051719571
0 100 2034484.088291098 10207.82316950445
