#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 79271.60890838422 129.2364947419493
-2.3 -2.2 87962.70476192057 114.9084376567223
-2.2 -2.1 94203.72404014626 120.2372846045977
-2.1 -2 99143.57361417127 117.0137039535485
-2 -1.9 107230.2842875518 127.2944457343068
-1.9 -1.8 116749.525077025 182.9347676908976
-1.8 -1.7 123794.1517363091 193.1857453578856
-1.7 -1.6 129243.8490722397 156.9046634386016
-1.6 -1.5 136485.6797046697 179.0987805270821
-1.5 -1.4 42029.14296683834 233.0346428788592
-1.4 -1.3 45046.03417087444 263.0474326493
-1.3 -1.2 45802.45066692519 201.7207420183351
-1.2 -1.1 46928.19631573283 230.1218490746988
-1.1 -1 49112.38872488629 240.8053047311627
-1 -0.9 50326.63142677971 248.184371679736
-0.9 -0.8 52778.43514339306 257.7501407766525
-0.8 -0.7 52696.76216511069 268.4852436335552
-0.7 -0.6 53666.80869516636 274.6303654030236
-0.6 -0.5 54703.41042265329 284.7816725500816
-0.5 -0.4 55292.13238386417 292.4184122017971
-0.4 -0.3 56245.37343852347 301.5428500764457
-0.3 -0.2 55585.10947784281 299.9953607359502
-0.2 -0.1 56580.05916764319 319.5949401338685
-0.1 0 56183.82060290428 286.1579274984435
0 0.1 56383.18208402295 316.1514084699299
0.1 0.2 56445.57514131317 284.1074416467123
0.2 0.3 55633.07842051698 300.5299976840673
0.3 0.4 56095.2388171237 301.0937196335537
0.4 0.5 55337.27970394223 290.0731508599443
0.5 0.6 54517.07354246305 283.4583469356316
0.6 0.7 53442.87128286704 274.8618948930256
0.7 0.8 52308.25532463375 266.9714475147047
0.8 0.9 52723.75114818943 329.5048026827083
0.9 1 50004.74989051478 252.3313518418952
1 1.1 48478.96170745588 240.1073216090924
1.1 1.2 46544.36478125874 230.0011477750501
1.2 1.3 45283.47467241649 197.985824663178
1.3 1.4 44380.20155111121 215.4941196167541
1.4 1.5 41552.43346794149 182.6665681171081
1.5 1.6 136324.0170538808 176.9094545162807
1.6 1.7 129066.8959876107 155.457822243156
1.7 1.8 123446.7304388453 143.0647205435228
1.8 1.9 116372.7266443345 135.3736657799459
1.9 2 107028.8501604946 125.7041407971657
2 2.1 99092.81233528804 115.4482471990741
2.1 2.2 94170.10186412233 107.8553815795724
2.2 2.3 87958.91940452924 102.2129425934397
2.3 2.4 79115.50583721744 92.47422254469969
-2.4 2.4 3488768.90823365 1585.165557377781
