#qTlo qThi PDF0  uncertainty
0 2 101266.4571417319 530.9093111272412
2 4 225871.4493584778 632.2694857510552
4 6 245504.6711690361 335.5473544175954
6 8 220137.5404220959 224.5436055790466
8 10 186543.0489680526 184.7015012043258
10 12 155679.7853624451 137.1945680084841
12 14 130283.4773540072 127.2941990685055
14 16 109422.6360323312 95.57169599022393
16 18 92941.35541516064 53.49030909590942
18 20 79324.68449252431 39.29282729716266
20 22 68083.14622314938 29.44159476589213
22 24 56371.64085306969 31.75017855091624
24 26 50963.68681069365 17.10519597913354
26 28 44392.46054557414 13.25974640830554
28 30 38793.46117430232 11.77206936266029
30 32 33992.78968713513 10.30376377450209
32 34 29847.46810914571 8.721560644553669
34 36 26235.65296358951 8.361801850350636
36 38 23056.10481928238 8.236210021532036
38 40 20174.14675945183 11.54008422642686
40 42 17511.39923702467 9.064091217495863
42 44 15308.90729329584 8.103578359977716
44 46 13541.3258535921 6.921059223773608
46 48 12082.25401912562 7.185481687724916
48 50 10871.95730090098 7.763403587273189
50 52 9860.149982712323 8.078062270323068
52 54 8991.720242813666 3.693585801302147
54 56 8216.489080532208 7.003216947064045
56 58 7545.946173292897 7.1880743714708
58 60 6936.231123992566 5.482419325742953
60 62 6395.878088155659 3.796031786337811
62 64 5897.18223417313 4.679969981979492
64 66 5416.754670226412 5.522032850184346
66 68 4964.276988910435 3.100326149576765
68 70 4540.278623415954 3.210105036755825
70 72 4146.78658070173 2.126409628191089
72 74 3781.314080184209 1.518259981879551
74 76 3447.175590912472 1.43396860927537
76 78 3146.569281989113 1.701857728388825
78 80 2878.341655989942 1.598401482097885
80 82 2640.878549439494 1.14020484158559
82 84 2427.356769753933 0.9418115286238554
84 86 2239.105210227965 0.8445415538496072
86 88 2073.430999250693 0.7769727414656709
88 90 1927.082057976495 0.713295109022501
90 92 1797.350789824399 0.6608692919294682
92 94 1681.662929378052 0.614411719847249
94 96 1577.933423378086 0.5791334125528408
96 98 1484.107812919262 0.5357592128938972
98 100 1398.705151186112 0.5056796923709583
0 100 2113614.215456533 964.8213530987023
