#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 53739.55963714131 622.2155997585267
-2.3 -2.2 62242.05000473004 692.9726337960545
-2.2 -2.1 64014.93524632232 743.5901467118214
-2.1 -2 68758.0891244628 769.0038569975902
-2 -1.9 73709.50478508339 606.9974947094507
-1.9 -1.8 79187.10304150821 693.6543572122964
-1.8 -1.7 84030.57710829491 918.014835076597
-1.7 -1.6 87361.5832118258 736.8240023870552
-1.6 -1.5 93294.33251797935 713.9651207472967
-1.5 -1.4 41917.02826263636 983.2450702682033
-1.4 -1.3 43470.78700694288 1545.279556797999
-1.3 -1.2 46981.11829231941 1087.082131790827
-1.2 -1.1 47528.02035186949 748.7949025238129
-1.1 -1 49670.70136859157 1295.624940285491
-1 -0.9 50126.77228816441 784.9567878517976
-0.9 -0.8 50540.48305426665 993.553101626681
-0.8 -0.7 50372.823598666 993.7718489120713
-0.7 -0.6 50462.04122021739 1658.392886868482
-0.6 -0.5 54341.95105032438 959.4014054838245
-0.5 -0.4 52859.90574314498 1704.804092048266
-0.4 -0.3 54895.5164634189 888.1470355473415
-0.3 -0.2 53847.36350614805 981.9289049748891
-0.2 -0.1 56387.87573864631 1301.9792340457
-0.1 0 55329.96371971851 1363.471914890714
0 0.1 53395.96972661783 924.092297838085
0.1 0.2 55650.86404942386 1257.534344263116
0.2 0.3 54462.09430725768 1210.780295067952
0.3 0.4 56415.89593402011 1111.527022862195
0.4 0.5 54272.10970721234 1845.815113979367
0.5 0.6 54864.56063486772 1057.162664773319
0.6 0.7 52260.84663091585 1050.816491665603
0.7 0.8 51813.69336591121 1152.311822313066
0.8 0.9 51713.49655242867 905.2036295586263
0.9 1 47886.72123258507 1117.188208947377
1 1.1 47812.46788373186 731.5917375452036
1.1 1.2 48212.82845160976 785.9166205766127
1.2 1.3 42162.41825781109 1142.321688508976
1.3 1.4 43723.02225435508 889.2448643240829
1.4 1.5 39412.82209634068 1286.549705988059
1.5 1.6 91994.60436808909 741.3074971277741
1.6 1.7 86730.28930358418 625.2262943117523
1.7 1.8 84379.69923383783 737.0906891715489
1.8 1.9 79539.81242093873 603.0444142062631
1.9 2 74755.42912903088 1144.860599268793
2 2.1 68123.6800680267 620.854004166179
2.1 2.2 65269.43621600175 665.5784237742571
2.2 2.3 61863.23503577664 823.0088109202311
2.3 2.4 55139.32060140907 503.6655400428079
-2.4 2.4 2846925.403804207 7070.354002981227
