#qTlo qThi PDF0  uncertainty
0 2 110797.286679945 11623.09905706481
2 4 217262.5580664275 6020.701479365911
4 6 232216.7099925393 3709.410490031122
6 8 214752.1573410137 5257.936831313161
8 10 170599.2264600572 3583.886733326828
10 12 143309.0281115555 3108.625442919109
12 14 120971.1220328644 2242.764967529173
14 16 105837.6884224329 1750.316828280734
16 18 90532.27260964249 1883.250209301376
18 20 73466.83680136863 1629.976960523923
20 22 66784.38199516686 1317.215575748331
22 24 59551.80721506526 1430.831997475803
24 26 51514.81248700993 951.8965057703773
26 28 44013.87682563701 1701.138226626758
28 30 38998.8567853015 832.1010732847481
30 32 32601.94829154501 989.4846722340151
32 34 29309.969381447 913.702999567135
34 36 26450.93126457815 890.5162611981423
36 38 23824.97708500058 644.4152732744503
38 40 22015.78845617329 671.9827419787454
40 42 17670.56964156785 587.5243765483012
42 44 15539.71403108721 687.1651668363716
44 46 14940.21065685552 558.4961373692513
46 48 12909.86726922636 618.22140014644
48 50 12115.61159624864 602.967575976733
50 52 9864.478463978421 393.1120023789863
52 54 9284.142159863855 381.7170577067
54 56 8447.141195014294 538.303781530592
56 58 8287.970965303541 333.6600200656803
58 60 7737.303154094903 339.8438545740003
60 62 7562.172880157391 294.9060596960483
62 64 6422.280952819205 296.1662259722539
64 66 6466.14526335135 275.1510298024784
66 68 6053.095407044254 333.1763869206043
68 70 4924.648723025377 274.3449073620924
70 72 4507.231242156646 239.6778999009411
72 74 4896.228518213277 317.0803557513436
74 76 3768.179260180408 297.4252647994874
76 78 3197.248294509215 301.1974081845839
78 80 3837.242506218959 208.4078560021901
80 82 3376.079626105214 185.5540120904049
82 84 2992.517169206015 171.6218439184447
84 86 2866.598852287331 196.3309319184306
86 88 2839.033798378733 134.1473245830074
88 90 3006.741106087009 249.5258147028438
90 92 2389.650611005676 129.2882404947095
92 94 2218.974353784025 177.149695141252
94 96 1931.886957292219 212.7089104816966
96 98 2189.316903437305 110.0442900829467
98 100 1959.509941637836 109.938266337685
0 100 2069014.02780491 16282.31092745345
