#qTlo qThi PDF0  uncertainty
0 2 91605.34362342115 417.9331532707808
2 4 202512.7588736077 421.2257813874878
4 6 221538.2339806726 241.8206185269881
6 8 200559.0315664685 169.9502183655637
8 10 171979.4629287133 132.4169516960185
10 12 145513.316557686 104.1072196691546
12 14 123158.4462706955 115.6201947122856
14 16 104412.9661063364 104.4408429345648
16 18 89433.98089971556 50.88280687636387
18 20 76893.78207750381 36.99295633456817
20 22 66431.11872727478 28.10514532257922
22 24 55758.17985707962 18.8653331487351
24 26 50296.90603232551 15.64074600953746
26 28 44034.05150047301 11.78600247067695
28 30 38666.13902425831 10.07201178991188
30 32 34038.18581482471 8.751297724160777
32 34 30022.53700208849 8.193046739434491
34 36 26509.57051068421 7.901411343542948
36 38 22637.95218645354 8.756572699193756
38 40 20581.35347655085 12.37860761069294
40 42 17963.26812072781 8.900763396176133
42 44 15791.97077107348 7.520460366977612
44 46 14043.9512537239 6.432803860997065
46 48 12598.0491628438 6.878513342441165
48 50 11394.88159208444 7.461191087959887
50 52 10393.68356590796 9.251354742293211
52 54 9529.697332587322 3.739380115562856
54 56 8749.425659849469 7.043605875087327
56 58 8079.615214363426 7.236738482851016
58 60 7462.414047910583 5.415906296810036
60 62 6917.686085850396 3.863746463910309
62 64 6404.398538771578 6.641385118918107
64 66 5879.0241132437 5.681069130777971
66 68 5372.78141188916 3.244179539678837
68 70 4883.508173794797 3.460513326584386
70 72 4419.870879311297 2.360793167940121
72 74 3979.444364029384 1.465629881651892
74 76 3571.227309236726 1.204418903355609
76 78 3202.77948780062 1.589654365970913
78 80 2875.396624306421 1.642536252464472
80 82 2587.982462876882 0.9880170738498304
82 84 2330.380275720843 0.8072943327807572
84 86 2107.18696304686 0.7258634665515394
86 88 1915.610260167763 0.6636120028916228
88 90 1751.291869320397 0.6074460454836094
90 92 1610.324574662456 0.5630132660499669
92 94 1488.952943669998 0.5210976967088859
94 96 1383.852876312433 0.4904744495517958
96 98 1291.933171106985 0.4550749041955542
98 100 1210.799866641228 0.4289517338998816
0 100 1997774.705989664 706.2406459559696
