#pT(l)lo pT(l)hi PDF0  uncertainty
25 26 47116.75367881657 217.5734798180401
26 27 50578.32651776257 223.7601772344105
27 28 54646.40409324302 233.9327082889399
28 29 59909.29308772341 234.6491277278921
29 30 65642.79563814138 247.3443141384446
30 31 71523.5791502941 273.4848071508997
31 32 77607.53752336047 296.52881404944
32 33 83449.31145534258 297.6992693771179
33 34 90209.80865006868 379.9279595518726
34 35 97282.56597283346 367.927603927169
35 36 104680.7956492993 381.3965997847722
36 37 111622.7008553816 403.5543844600543
37 38 118281.6825629114 436.3332811302648
38 39 122538.5507619131 432.8587359812855
39 40 121707.5295687699 516.1358756917456
40 41 113804.4687562966 583.8871951478799
41 42 97991.9825386232 368.7634946909828
42 43 80925.23269767588 253.1968017265806
43 44 65641.27229130192 187.5461567486973
44 45 53992.23998705212 153.4830439500674
45 46 44490.87859227221 117.4903231781346
46 47 37036.75433719991 98.43633124344151
47 48 31069.32335014086 87.5470342929342
48 49 26384.07042323705 79.9820054496911
49 50 22473.81011557604 57.23445581877709
50 51 19303.34384259081 50.79345721528535
51 52 16668.90351941225 46.700604399282
52 53 14485.64684562342 52.21607483447733
53 54 12630.71038656829 37.50268492882893
54 55 11227.26847203259 41.13635846837197
55 56 9747.910139896932 38.54023084221372
56 57 8655.334543492467 32.70221035982437
57 58 7578.566430743465 18.72830457736705
58 59 6817.534897215874 18.38679299551222
59 60 6091.523441615815 17.54189319339557
25 60 1963814.410774429 1551.329280397948
