#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 52255.37022110807 559.8666048587351
-2.3 -2.2 57044.75275116027 876.5945863267826
-2.2 -2.1 61313.91426693057 659.5964120194958
-2.1 -2 63970.69342821075 859.6859516494176
-2 -1.9 70198.80547125147 739.214548490609
-1.9 -1.8 75335.74918125961 1001.159819851522
-1.8 -1.7 78743.95828180161 796.0547101865425
-1.7 -1.6 83111.433661157 925.3973733274152
-1.6 -1.5 86777.13859568915 990.7186360651218
-1.5 -1.4 43891.83517442297 1323.532425659054
-1.4 -1.3 45731.3942726962 846.8961317962228
-1.3 -1.2 45668.9348867723 888.2535891140492
-1.2 -1.1 46549.44209989122 1324.996278915119
-1.1 -1 49071.57357553985 1140.50679020599
-1 -0.9 49942.21222597509 1055.415949167376
-0.9 -0.8 53806.52540330769 1150.280750465105
-0.8 -0.7 51197.14763516057 1529.565022165683
-0.7 -0.6 51350.37008172664 1889.571696057061
-0.6 -0.5 54101.34998360716 1669.550147461116
-0.5 -0.4 55034.1034517255 1218.220768530721
-0.4 -0.3 55409.86934779317 1296.044196703898
-0.3 -0.2 56676.96259761491 1224.345561069619
-0.2 -0.1 56616.82880668901 1276.074973462182
-0.1 0 56329.32870518137 1211.39556539544
0 0.1 56365.2980922221 1602.135862209174
0.1 0.2 54249.37101357256 1415.252462851744
0.2 0.3 52736.34757487598 1723.530563458254
0.3 0.4 55072.61350308949 1832.297649076688
0.4 0.5 55009.31245150787 1297.422696504624
0.5 0.6 53645.54606867413 1442.84627963961
0.6 0.7 53997.23110869777 1585.506256442769
0.7 0.8 53153.15176819649 2121.715029720761
0.8 0.9 50724.26515262734 1330.239657986758
0.9 1 51157.7733737012 1333.84170005536
1 1.1 48505.90466343329 1193.077876730992
1.1 1.2 47210.13244369009 1359.536183972135
1.2 1.3 46551.17240443261 1265.361975297935
1.3 1.4 44870.2558837527 947.3360734502905
1.4 1.5 39985.25733012636 986.7226301861691
1.5 1.6 87272.75059956717 814.4098202420954
1.6 1.7 83151.83677825541 796.2655650694871
1.7 1.8 80343.74796047084 892.2899269328403
1.8 1.9 74530.77018392124 726.451178639692
1.9 2 68430.69044415098 765.7750527034872
2 2.1 61757.51469999834 1071.629500876963
2.1 2.2 60424.71767403951 762.7491868497733
2.2 2.3 56471.14456979735 940.478167542989
2.3 2.4 52272.42918311995 505.9844083700632
-2.4 2.4 2788018.929032593 8338.649629452189
