#qTlo qThi PDF0  uncertainty
0 2 94902.62671429338 525.5525501073065
2 4 210754.328756418 676.2385674487221
4 6 229743.9245258373 347.0281308134745
6 8 207826.6280903814 228.1837645836403
8 10 177736.5513381011 164.3190584710429
10 12 150108.6034711436 147.4820997713422
12 14 126831.9641096647 149.69136942218
14 16 107658.8788981919 81.82529739492128
16 18 91905.53402670854 76.18080523390358
18 20 78987.47948989394 40.76156725699732
20 22 68229.60403496047 31.04217016888298
22 24 56923.66460362775 42.39072753129085
24 26 51668.98145086052 18.05843601291824
26 28 45248.36163370572 13.81968160146273
28 30 39747.13344435018 11.73549688304869
30 32 35003.98791540664 10.14836643263382
32 34 30886.76043445051 8.52126512792352
34 36 27283.13146278021 7.844037111180157
36 38 24095.74233063529 7.723805321507071
38 40 21192.25101798368 12.03033620637283
40 42 18495.63130207092 8.909498988864394
42 44 16260.18370207319 8.023363832295123
44 46 14464.28100849748 6.874395511547846
46 48 12980.44489287469 7.235702621025855
48 50 11748.33066358506 7.853029028139034
50 52 10722.17735448062 9.744480773890096
52 54 9736.00059174922 4.858002067439269
54 56 9045.454349707255 7.232277770246182
56 58 8362.78728637267 7.420170934872954
58 60 7736.577879767652 5.58445249153062
60 62 7183.320215727399 3.972504098380821
62 64 6665.149860283083 6.736555708577631
64 66 6140.189692968497 5.76863990532673
66 68 5634.957791999856 3.28943607428057
68 70 5146.790023208685 3.492016806914522
70 72 4682.80253064842 2.37882582995806
72 74 4240.157579415142 1.542610093083879
74 76 3827.014048368671 1.31204879903207
76 78 3451.102961042629 1.669468812286132
78 80 3113.445119873803 1.613175397322417
80 82 2814.162670260714 1.061297849658251
82 84 2543.219666578139 0.8824744383636686
84 86 2305.678562391637 0.7953757998153745
86 88 2099.568529630325 0.727620442671661
88 90 1920.728320606427 0.6657346956495276
90 92 1765.826599392023 0.6161216365761947
92 94 1631.312087557001 0.5709950079410007
94 96 1513.890269971402 0.5372491312343842
96 98 1410.934950495561 0.4968162711400323
98 100 1319.468495733843 0.4674338964124106
0 100 2065697.726756727 997.936220437681
