#eta(l)lo eta(l)hi PDF0  uncertainty
-2.4 -2.3 72585.35339871618 114.9461327042098
-2.3 -2.2 80538.77105596673 103.0747315058619
-2.2 -2.1 86297.03260293386 109.6984966815958
-2.1 -2 90902.95058195577 104.5986744603151
-2 -1.9 98210.78426368316 112.7004096714393
-1.9 -1.8 106828.3929427223 164.1624401121826
-1.8 -1.7 113405.3520397562 172.5763105859179
-1.7 -1.6 118348.7847577618 143.7075182913746
-1.6 -1.5 125019.6977925114 160.2027058409253
-1.5 -1.4 40797.14905893421 211.6554124427487
-1.4 -1.3 43713.49109774816 235.0232434804016
-1.3 -1.2 44469.13784807641 177.9964020918711
-1.2 -1.1 45594.96886715751 205.1055991838175
-1.1 -1 47637.53961138249 216.2440480419877
-1 -0.9 48848.39066753389 222.9665338032312
-0.9 -0.8 50648.03724092232 233.2001982834339
-0.8 -0.7 51155.93372263096 239.204525451896
-0.7 -0.6 52085.18444207458 247.4014083747292
-0.6 -0.5 53036.14992293254 251.8605676285665
-0.5 -0.4 53636.94014436626 262.8009209077415
-0.4 -0.3 54542.68427592884 269.4455548048042
-0.3 -0.2 53950.83092972967 266.3398934543426
-0.2 -0.1 54864.53153431597 285.8462590111707
-0.1 0 54497.20308196233 253.2735034060436
0 0.1 54672.68362407452 280.2708378199081
0.1 0.2 54742.52588023782 254.2108552856273
0.2 0.3 53977.49285152149 266.8517894321654
0.3 0.4 54422.54376371676 269.0286154319016
0.4 0.5 53668.6130375153 260.7593100002227
0.5 0.6 52874.41257370921 250.6474497022189
0.6 0.7 51892.95082620642 247.5920701421768
0.7 0.8 50809.2582529324 237.8795191952244
0.8 0.9 50607.60910834762 296.5698820235664
0.9 1 48572.71668345053 226.8087303220339
1 1.1 47065.99504143673 215.673409440738
1.1 1.2 45241.8661276319 205.0124344337989
1.2 1.3 44002.72741347542 174.5847261325749
1.3 1.4 43120.22577759018 192.5664047512192
1.4 1.5 40372.49897868081 167.5522349126942
1.5 1.6 124877.8700858014 158.2535980703141
1.6 1.7 118198.4283062587 142.4672704175167
1.7 1.8 113097.7040612242 127.7906335272202
1.8 1.9 106486.6738216533 121.7424138583714
1.9 2 98037.45222632639 111.3586177170103
2 2.1 90855.6354518045 103.1993561616504
2.1 2.2 86277.96903878919 99.07983012356974
2.2 2.3 80534.50561614559 91.81822677832237
2.3 2.4 72443.8516326203 81.82710088492458
-2.4 2.4 3278469.502062855 1418.116578722477
