#qTlo qThi PDF0  uncertainty
0 2 87953.50923788687 8276.914170946597
2 4 212638.5193755582 4867.002052989909
4 6 234722.5165467127 4085.655822740714
6 8 208683.7927880349 3072.851185811057
8 10 173506.2155186528 3657.849360531734
10 12 148788.0546312895 2693.467407524968
12 14 125318.9725845025 1600.195864483406
14 16 105583.0010788782 1472.952510024451
16 18 89885.51902496796 1802.018561397898
18 20 76051.28338365465 1453.125087519431
20 22 64002.2698909368 1341.247534778125
22 24 57286.39884070749 1216.934276346131
24 26 48925.11266826244 1265.507611868327
26 28 45712.42010820111 1004.217038843671
28 30 39743.29771196692 897.3963323760601
30 32 34340.24899205746 1051.629652838169
32 34 29765.23534031537 1043.064188795761
34 36 26988.48751681237 745.7222589151698
36 38 24075.29555245307 473.6640412083713
38 40 20930.07906459999 446.7985164568047
40 42 17795.83294278982 474.5303979596723
42 44 16334.09977987452 510.9167163793659
44 46 14117.81743230876 435.5347844876608
46 48 13138.01265690838 372.5393497131461
48 50 12170.32919233671 430.462729234419
50 52 10931.43184982726 333.1212947983979
52 54 9513.57070294344 339.5611688907699
54 56 8974.545370046017 224.1405735025624
56 58 8529.508806626105 444.0980602364904
58 60 7120.733430987922 232.7792545006021
60 62 6740.935612356658 281.5927648809511
62 64 6111.508667164238 406.498905400742
64 66 6066.313836598387 286.4422699857477
66 68 5828.054876587805 191.0959564422621
68 70 5392.748745072046 224.1554659310057
70 72 4766.7525758521 205.8057805037716
72 74 4310.061538732236 198.9783438411896
74 76 4085.69287627581 226.9247317016212
76 78 3948.693622280456 153.0108312330565
78 80 3654.48602729865 154.9541219364327
80 82 3397.561315909253 171.1924896717522
82 84 3185.736030075249 175.5253678903096
84 86 2884.174046193867 144.3422953645446
86 88 2705.722003172838 136.0393755708479
88 90 2630.700867626149 121.8994433749558
90 92 2210.538377800248 102.987594101689
92 94 2161.400439796128 126.6495068494891
94 96 2158.71316329039 101.0845161055586
96 98 2068.786927198583 139.9263094774438
98 100 1567.698920022692 105.5273950201262
0 100 2049402.392490404 12697.5145343851
